Name,ID,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
AVE MARÍA,5d7RuDDWI7TcCNWJMsaUqN,0.527,0.506,0.495,0.0,11.0,0.146,-7.884,1.0,0.0653,120.522,4.0,0.407,rock
Esquizofrenia,7nokQKdrIGXkII2CTnyU1t,0.00175,0.57,0.667,0.38,2.0,0.0966,-8.896,0.0,0.0386,129.925,4.0,0.254,rock
Perro,3klpuNXDpi8PyuOZ95hn8P,0.0023,0.476,0.806,0.464,0.0,0.238,-8.33,1.0,0.0485,152.014,4.0,0.256,rock
give/UP,2rVDacOFhSBzcPzfG9ITfm,0.00242,0.481,0.897,7.24e-06,11.0,0.164,-7.704,1.0,0.035,159.941,4.0,0.633,rock
Juego,7za0cW9mZQRu0n4HYjd0dl,0.344,0.582,0.841,2.76e-06,2.0,0.273,-5.42,1.0,0.0821,156.015,4.0,0.646,rock
Pulso,4y90PJFul4Mcv17dB7Gz1U,0.000153,0.472,0.906,0.47,7.0,0.0659,-6.553,1.0,0.0412,89.555,4.0,0.636,rock
Cuando el sol está así,328VGo9M8zoespJRuWNpfJ,0.106,0.578,0.692,0.000115,9.0,0.286,-8.495,1.0,0.0284,148.067,4.0,0.876,rock
Volar despierto,7zMQOuTqy9Kzo6krB6neE9,0.154,0.536,0.77,0.0,1.0,0.124,-6.296,0.0,0.0284,142.946,4.0,0.377,rock
Piedra Marea Fuego,64FyoTZGcpuieDGERmxSZx,0.111,0.567,0.857,0.01,9.0,0.152,-4.028,1.0,0.0279,129.994,4.0,0.459,rock
Atasco,7hIpozpqki8Lnpu2WwsQ86,0.0218,0.458,0.958,0.372,8.0,0.0913,-3.922,1.0,0.0361,102.483,4.0,0.419,rock
Flores Sobre las Piedras,4WzYFb4DuCsBdSxwuc5AnZ,0.0122,0.401,0.732,0.52,3.0,0.0932,-7.017,0.0,0.042,135.27,4.0,0.223,rock
Suave,5IO55F3xMlUG6xdLGh7bb5,0.255,0.667,0.595,3.78e-06,2.0,0.215,-7.545,0.0,0.0507,101.052,4.0,0.279,rock
Agitar,3V6CPu5kQ4iRcjngnwgSHe,0.00026,0.577,0.768,0.0,10.0,0.12,-6.546,0.0,0.0613,82.983,4.0,0.716,rock
Morirían,53JVw942AQvbqqDy8DqtaN,0.0458,0.52,0.337,0.71,2.0,0.106,-15.508,1.0,0.0284,109.101,4.0,0.697,rock
Subliminal,4VqBs6c74iuWOBiZLO7IjU,1.39e-05,0.284,0.96,0.0026,9.0,0.188,-6.228,1.0,0.0742,180.054,4.0,0.393,rock
Demolición,3dTcwy3L3fOP0vm4Lz0zdD,0.833,0.43,0.724,1.27e-06,9.0,0.0939,-6.015,1.0,0.0463,83.063,4.0,0.782,rock
Yo No Soy Como los Demás,5gXpGARuKW2Gp7oaUfF4B9,0.00405,0.281,0.926,3.09e-05,2.0,0.113,-5.358,1.0,0.0709,142.402,4.0,0.444,rock
Claridad,134aBREuikk6s1K4h62oJK,0.0267,0.503,0.897,0.00011,2.0,0.741,-7.586,1.0,0.0863,144.096,4.0,0.7,rock
No Pun Intended,1H0SgofeAksIZdZgYqdZwU,0.0156,0.239,0.991,0.0034,2.0,0.325,-3.506,1.0,0.0745,185.217,4.0,0.606,rock
La Cigüeña,3waUz7JYcOpwLEbIzjpzIy,0.257,0.476,0.883,0.955,2.0,0.123,-10.463,1.0,0.0464,121.373,4.0,0.898,rock
Nerve Jamming,3YdC9oQEHaLT6FEdnRdbtq,0.00229,0.381,0.968,0.000685,1.0,0.0578,-4.606,0.0,0.144,94.494,4.0,0.32,rock
Adonde Esta el Rocanrol,4jCiU0BprJPk66IOTQvoqK,0.0036,0.464,0.886,8.93e-05,9.0,0.106,-5.202,0.0,0.0709,92.566,4.0,0.713,rock
Huellas,0rLzvcyK268ELmvkK3YM1R,0.0015,0.551,0.838,0.0268,11.0,0.0603,-5.512,0.0,0.113,148.027,4.0,0.677,rock
La Gente Es una Mierda,6rMQzMVXRwHfg5622WoIUy,0.00361,0.471,0.748,0.00139,0.0,0.371,-7.861,1.0,0.114,135.52,4.0,0.736,rock
Cara Hecha Mierda,4uCw2JAXAIG6NpBQVWdTJL,0.00409,0.241,0.854,0.00346,9.0,0.379,-7.414,1.0,0.0527,133.113,4.0,0.375,rock
Mandame Una Foto,4dVu4z0wGvYU4nlE5G4Ncj,0.481,0.554,0.627,0.0708,9.0,0.221,-7.136,1.0,0.0362,145.026,4.0,0.301,rock
Nightmares,2lf8U8fST2bDCSU1recY6m,0.0506,0.187,0.926,0.000143,7.0,0.459,0.293,1.0,0.0583,100.948,4.0,0.369,rock
Tommy Bahama,0rAzw6N1msr3fNzqmOLLU9,0.108,0.401,0.895,0.0759,2.0,0.0963,-5.382,1.0,0.053,176.009,4.0,0.726,rock
Cents,6kZqVWt0OA8Ltd6sf1ADb8,0.307,0.569,0.794,0.885,4.0,0.31,-5.065,0.0,0.0485,59.787,4.0,0.77,rock
Vete de Vago,4OBySmzPwjX21laH1Hseks,0.00502,0.455,0.924,0.689,11.0,0.128,-7.113,0.0,0.0464,155.755,4.0,0.788,rock
O Katrina!,6zs7HrJBlAzAoTuibjgSPm,0.0011,0.248,0.784,0.00121,9.0,0.112,-8.746,1.0,0.0379,179.69,4.0,0.814,rock
Windows 98,7AXBjjN8lh8XaEaP7rYgAY,5.3e-06,0.287,0.901,4.11e-06,4.0,0.105,-3.713,1.0,0.0627,120.105,4.0,0.284,rock
Bang,0H1R47NHbipGTKQKOxSCWv,0.0752,0.685,0.875,0.00732,4.0,0.0906,-5.866,0.0,0.0569,97.561,4.0,0.698,rock
Main Offender,4N9NC8JCz2hSimtbspc6Ng,0.262,0.436,0.95,0.00495,0.0,0.146,-4.52,1.0,0.0966,135.743,4.0,0.808,rock
Maldito,4AuYIbNIESLMG3h5gTLXho,0.000254,0.337,0.961,0.458,4.0,0.296,-3.778,0.0,0.136,167.852,4.0,0.558,rock
Rata,1NIAgU554GjyyDJ5qBqwzW,0.454,0.564,0.662,0.767,11.0,0.431,-8.501,1.0,0.0361,105.536,4.0,0.439,rock
Church Mouse,4gNi8Icwxj6jN8KVrBMWJL,0.689,0.568,0.743,0.505,9.0,0.429,-4.222,1.0,0.0349,75.953,4.0,0.956,rock
Ahora Te Puedes Marchar,1o6DqSLtRxtsCQq8I8HRII,0.000338,0.354,0.941,2.36e-06,0.0,0.0977,-2.438,0.0,0.0406,140.776,4.0,0.889,rock
¡SAL-VA-JE!,4o75U7Fo06srZxgAVpbQkp,0.0298,0.353,0.848,0.514,0.0,0.319,-4.04,1.0,0.0357,112.55,4.0,0.777,rock
Tura Satana,7kjTHGEHAYjqIc4yfic2Qc,0.00024,0.184,0.909,0.000389,11.0,0.235,-3.564,0.0,0.0453,104.167,4.0,0.574,rock
Nena Zombie,5CgWKWktidzsEO9mX9Gl4j,0.000654,0.185,0.952,0.238,4.0,0.133,-3.276,1.0,0.0432,170.47,4.0,0.923,rock
Ajolote,4fUyzWW2pgqd8f3sJQg5ce,0.000126,0.47,0.868,0.0225,2.0,0.126,-7.046,1.0,0.0324,173.912,4.0,0.768,rock
El Garage de Ginna Monster,1bf4TNiNJZ12uUk08px8PM,5.47e-05,0.362,0.992,0.809,4.0,0.035,-4.905,0.0,0.0675,176.927,4.0,0.961,rock
Captain Captain,3a1gDqfnMe39zTxI0k0SV3,0.00139,0.311,0.99,0.184,11.0,0.136,-3.201,0.0,0.103,145.789,4.0,0.162,rock
Delincuente,5GgzofR27LCAPrYhSV1rqA,0.0504,0.0755,0.963,0.000269,9.0,0.302,-3.689,0.0,0.111,200.88,4.0,0.332,rock
Qué cabrón,5z3sA2PvmqV3CL0iD2gLNH,4.46e-05,0.308,0.866,0.000107,9.0,0.138,-4.792,1.0,0.0495,164.018,4.0,0.737,rock
Jodidamente Loco,1G3o4H3mXlGERhmCnChwnS,0.0113,0.453,0.954,8.33e-06,0.0,0.51,-4.444,0.0,0.104,160.317,4.0,0.495,rock
El Rock Nacio Conmigo,33UNvcod6bwL2pzPBl6BlV,0.00192,0.553,0.884,3.7e-05,2.0,0.337,-5.049,1.0,0.113,144.967,4.0,0.859,rock
Olvidemos el Romance,6tkxNaA571yLEaZGJKGF7D,0.000363,0.229,0.982,0.00498,2.0,0.12,-6.163,1.0,0.157,192.663,4.0,0.276,rock
"Fumar, beber y romper",3H01uYpXsFi3N1L4w5DP2Y,0.0276,0.188,0.886,0.00068,2.0,0.175,-5.275,1.0,0.0609,181.713,4.0,0.574,rock
Me Gusta Tu Papá,3JqBxTVYL06K8aMPCQyGoz,0.311,0.6,0.916,0.00105,2.0,0.0741,-5.144,1.0,0.0385,93.4,4.0,0.963,rock
Te Veré Partir,0yH2kMP3ytedDZ1GYy3Z7P,0.000249,0.48,0.963,0.463,0.0,0.477,-5.381,1.0,0.0539,174.997,4.0,0.834,rock
Compostela,7qe4RSiGRsHAiKyKfXD28a,0.189,0.339,0.797,0.00161,2.0,0.245,-5.238,1.0,0.093,126.937,4.0,0.525,rock
Lo Que Me Exita,6GqDk3MX9RFTMxVIvjpBbv,0.00307,0.461,0.945,0.00379,11.0,0.429,-4.283,0.0,0.0418,140.032,4.0,0.924,rock
Pecado,2M7HIRMb9FHzKgnosmCo2I,0.368,0.381,0.856,0.91,2.0,0.231,-6.403,1.0,0.067,77.392,4.0,0.861,rock
Mujer Calavera,11PKdxRsqLw1T7oQKzoMck,0.0158,0.367,0.966,0.573,9.0,0.296,-1.179,0.0,0.172,100.281,4.0,0.467,rock
Circunvalación,6Ahj8V5g3TdJej7lfqpyKW,3.26e-05,0.182,0.911,0.0162,7.0,0.134,-4.911,0.0,0.148,152.696,4.0,0.25,rock
El entierro de los gatos,40sm7YdfUwAHpRTjcRz6yd,0.204,0.582,0.67,0.0551,2.0,0.105,-8.856,0.0,0.0293,129.601,4.0,0.523,rock
Juventud Senil,0gjn7nqmG50wFfL7ccBDlZ,0.134,0.252,0.782,0.0,4.0,0.287,-6.452,0.0,0.0409,190.082,4.0,0.961,rock
Descocada,5EwmXZJSfe0g7PyRn9ihXs,0.0713,0.564,0.85,0.0,8.0,0.296,-4.622,1.0,0.0368,160.854,4.0,0.749,rock
La Caja,3PImPq6zs7oJMDNGQLvcKK,1.25e-05,0.232,0.846,0.0,7.0,0.266,-7.357,1.0,0.0479,145.787,4.0,0.661,rock
Kiss Kiss Kiss,7x2dxqOlsBcfRYodC95rhO,0.0165,0.532,0.826,0.000155,0.0,0.329,-8.846,1.0,0.0358,149.92,4.0,0.702,rock
Señorita Rock'n Roll,1JnHrbhnq095xyZHuCwbd5,0.0017,0.533,0.984,0.000117,1.0,0.226,-3.957,0.0,0.101,117.477,4.0,0.513,rock
Niña Pedigree,3VJMTVdOa9XTs7c0W0rG0p,0.2,0.4,0.975,0.0,8.0,0.128,-1.585,1.0,0.408,73.606,4.0,0.461,rock
Huracan,78qqrOTvXBpXiltVTSy2ZP,0.0681,0.185,0.845,0.0141,9.0,0.23,-2.682,1.0,0.0471,173.427,3.0,0.72,rock
El día que David Bowie murió,67EOoerLhiHC2yfXV6tW9D,0.0188,0.408,0.936,0.138,10.0,0.333,-3.499,1.0,0.0724,139.215,4.0,0.842,rock
Extra Extra,5byB98BJXMwlYGWRWpQkfz,0.000159,0.507,0.774,0.104,9.0,0.092,-5.621,1.0,0.077,120.316,4.0,0.929,rock
Alta Tensión,3SRaYZZFL0iVlk0Luq79qc,0.000162,0.223,0.953,0.0114,6.0,0.378,-5.744,1.0,0.121,155.079,4.0,0.263,rock
Rompecorazones,3cQ9YLMqxP5fY5ZIODlkcF,0.0194,0.47,0.827,0.826,9.0,0.0759,-8.446,1.0,0.0332,169.985,4.0,0.553,rock
Delicuente Común,5QiFquP1XtdZXbzJ3PAGoj,0.000139,0.417,0.937,0.248,0.0,0.07,-6.792,1.0,0.0353,97.377,4.0,0.698,rock
Salvaje,2rlvHd6nsOZjxa0Yjj6o1K,0.16,0.397,0.985,0.000138,7.0,0.364,-3.574,1.0,0.0545,103.446,4.0,0.937,rock
Basura,4gV2xtfv7S0KYShz9Askme,0.000212,0.418,0.815,1.81e-05,4.0,0.282,-4.553,1.0,0.0351,138.673,4.0,0.776,rock
Todo Es Mierda,3l4lL0XCyjRf1eyOUHWX3v,0.0234,0.365,0.931,0.467,2.0,0.11,-6.545,0.0,0.0664,136.586,4.0,0.466,rock
Mala,3SPfRV7ettmWzyMELv2b1c,0.00023,0.462,0.897,0.0303,2.0,0.143,-7.347,1.0,0.0531,96.382,4.0,0.698,rock
On the Chain,5SU8BCFS8I7vYkUwZEC39k,0.00875,0.197,0.997,0.258,4.0,0.348,-3.153,1.0,0.29,159.23,4.0,0.0873,rock
Poder Crudo,0PNpUpeMbzr1qFUb7T95h3,1.02e-06,0.275,0.835,0.121,2.0,0.106,-6.606,1.0,0.0492,146.545,4.0,0.679,rock
No Es para Todos,4eIQi2U4PUp9OodnKNXUho,0.105,0.502,0.983,0.14,1.0,0.208,-7.217,0.0,0.0673,96.039,4.0,0.757,rock
Nena Pálida,18h8v9NWiwAoiFRm5SfmU0,0.161,0.212,0.974,0.147,4.0,0.48,-3.33,0.0,0.0701,200.088,4.0,0.443,rock
Por Eso Joven,1003grPw3Fa9YEsXKmF7Pp,0.00309,0.415,0.985,0.0,4.0,0.13,-2.458,1.0,0.0619,174.915,4.0,0.369,rock
Vacaciones del Terror,6UzpHsbWASCXPtK2w2M4hP,0.00582,0.452,0.897,0.00278,1.0,0.447,-4.4,1.0,0.0449,175.027,4.0,0.455,rock
Richman Holocausto,1aH5dLHEJaoqUxelllWrQ7,6.25e-06,0.0776,0.961,0.922,4.0,0.372,-2.542,0.0,0.0724,176.119,4.0,0.0384,rock
Garaje o Muerte,75sSpuGTbgRBNqrUXeiVRQ,0.00616,0.364,0.976,0.0143,7.0,0.15,-6.094,1.0,0.112,102.5,4.0,0.644,rock
Sicario,7BzuY3JvxY3CW5yRmHXGYB,0.0026,0.588,0.62,0.846,5.0,0.0976,-6.95,1.0,0.026,132.33,4.0,0.684,rock
Alpaca,1aKLAx0q6575E5EjhSIgMl,0.0135,0.448,0.849,3.85e-05,2.0,0.154,-5.423,1.0,0.049,150.216,4.0,0.406,rock
Get Up!,3MAvDDp5U2EOBA6kQCTZPv,2.81e-05,0.416,0.901,0.926,11.0,0.103,-9.31,1.0,0.0843,94.908,4.0,0.59,rock
Rebeldía,2vEX0C5ShNHFvb2eR7FQrh,0.00151,0.631,0.939,0.0363,8.0,0.302,-3.892,1.0,0.157,179.952,4.0,0.948,rock
Quién devuelve el tiempo?,2NjO7h3J6rimKuRuzEMtzZ,0.132,0.633,0.945,0.000274,6.0,0.272,-4.144,1.0,0.0478,170.103,4.0,0.697,rock
El Tren,5mIJFCipaJ8IqFe5bNH56S,0.000842,0.594,0.983,0.0127,7.0,0.166,-5.862,1.0,0.0549,97.47,4.0,0.574,rock
Contra A Chuva,0bphWBmRAlrtaHSn8RkKiw,0.0519,0.766,0.671,0.0,0.0,0.235,-7.124,1.0,0.0257,97.498,4.0,0.864,rock
Círculo De Amor,3GZf0kWZobn4GwkujDYR7C,0.0497,0.75,0.874,0.0,7.0,0.332,-4.608,1.0,0.0444,100.038,4.0,0.773,rock
No Me Importa el Dinero (feat. Julieta Venegas) - Vivo en el Palacio de los Deportes,4wXjnoLIMTninCnKRgGsQc,0.348,0.628,0.762,0.0,9.0,0.774,-5.286,1.0,0.03,90.012,4.0,0.809,rock
Kilómetros,4Jr2cHZaIe1rmdVlc5efIy,0.0181,0.564,0.966,0.0,7.0,0.32,-4.184,1.0,0.0811,163.047,4.0,0.92,rock
Sin Ti,1mmaywWRQzNE5dt0eUISBd,0.0908,0.725,0.529,0.0028,0.0,0.174,-5.565,1.0,0.0375,144.707,4.0,0.6,rock
Si Tu Boquita Fuera,32CYkcjOSCbiIoBeBheUx7,0.181,0.723,0.887,5.23e-06,10.0,0.161,-4.95,0.0,0.0395,92.148,4.0,0.846,rock
La Herida,0vQfzyjQFHQ208JCNjcE5H,0.00824,0.751,0.806,0.0,11.0,0.0865,-5.592,0.0,0.0412,130.058,4.0,0.764,rock
Quereme Así,5SYefHqRXNFjmBLICBseWw,0.378,0.588,0.899,0.000627,6.0,0.362,-4.923,0.0,0.0419,149.062,4.0,0.879,rock
Padre Nuestro,7nOt7uN0iXGuvLRVfvclg5,0.0754,0.647,0.602,0.0,4.0,0.132,-5.563,1.0,0.0895,84.94,4.0,0.715,rock
Acábame de Matar,5VXLuJ4E1FqtAAWLvnpMzV,0.017,0.52,0.972,0.0,0.0,0.355,-4.158,1.0,0.0671,196.175,4.0,0.933,rock
Yo Tomo,2PKkCGoCc4idF91R6RvFEN,0.0405,0.711,0.818,4.27e-06,9.0,0.268,-6.146,1.0,0.0279,109.996,4.0,0.964,rock
Skápate,1vLn1lpgNJTHLcLSJqLEK0,0.0141,0.684,0.818,0.0,11.0,0.283,-6.575,0.0,0.0369,95.685,4.0,0.934,rock
Solín,4OnOwfpbZCwHnFNDqgjOuS,0.0236,0.405,0.676,0.00106,5.0,0.0952,-8.491,1.0,0.0471,140.544,4.0,0.756,rock
Tu Que Pediras,43rvPyr8S3YGjE61efRlrw,0.33,0.63,0.782,0.0,9.0,0.273,-2.872,1.0,0.057,152.069,4.0,0.621,rock
Vete Por Donde Viniste,5Wn97vM7JaTNyp8DQIM60d,0.049,0.714,0.893,0.0,11.0,0.353,-6.616,0.0,0.0509,150.025,4.0,0.835,rock
Que Corran,54XgbXUqrmXVG7D4QfpQy1,0.00506,0.578,0.871,0.0,0.0,0.0448,-4.535,1.0,0.0378,163.925,4.0,0.954,rock
Dormir Soñando,2BEUGCeN9FBV3pA06fjLu4,0.121,0.71,0.932,3.63e-06,6.0,0.114,-6.653,0.0,0.0769,112.915,4.0,0.796,rock
Ciegos de Amor,4HPxUGVThsV0tUPNU30LZI,0.00797,0.557,0.991,0.000324,8.0,0.0222,-2.469,0.0,0.0951,171.913,4.0,0.782,rock
Mi Vida es un Tango,7dCOvIWIepwEn9Vxa2dpR6,0.54,0.702,0.88,0.000263,6.0,0.372,-5.105,1.0,0.095,158.991,4.0,0.97,rock
Yo No Me Sentaría en Tu Mesa - Remasterizado 2008,7Jy41XI7wVBnXvOifdoaxG,0.0338,0.635,0.888,0.000122,0.0,0.164,-5.158,1.0,0.048,143.748,4.0,0.881,rock
Total,2y0ee1wuzrrZmBTZw2ztaa,0.121,0.692,0.906,0.0,4.0,0.0807,-1.935,0.0,0.146,153.81,4.0,0.754,rock
Estoy aquí (feat. La Pegatina),6BZyZKGieV83gE9IZcNZCz,0.00308,0.528,0.956,0.0,0.0,0.293,-3.219,1.0,0.0577,105.101,4.0,0.823,rock
El Último Ska,5xx3UJqIo8SsSc00znFPtK,0.153,0.8,0.834,0.0,9.0,0.172,-4.272,0.0,0.0425,130.009,4.0,0.955,rock
Labios Rojos,4TgMjUl6V83bU03XiQADz7,0.0205,0.642,0.843,6.77e-05,9.0,0.0712,-6.983,0.0,0.0274,144.03,4.0,0.927,rock
Fantasma de la Rana,4k8A9pwl4R562JnNnRSjnL,0.00334,0.562,0.95,0.472,9.0,0.0858,-4.409,0.0,0.0611,120.367,4.0,0.759,rock
Entre Vos y Yo,3H7wULYr0I5lTucP1hS3Wt,0.24,0.654,0.637,0.0,9.0,0.108,-6.875,0.0,0.242,159.453,4.0,0.488,rock
Cuando Salga El Sol,0qb9jQqKZbN3glPVys6Ea8,0.407,0.642,0.66,0.0,2.0,0.321,-5.384,1.0,0.119,169.893,4.0,0.78,rock
TU ALMA MIA/ADELITA,24w6juIgwVkJQ3XmPH9C3Q,0.00608,0.556,0.797,1.73e-05,9.0,0.729,-8.568,0.0,0.0772,116.297,4.0,0.645,rock
Ste Ska,0KNXYLRR59LN2R4Qa8YGJ8,0.0273,0.56,0.898,6.3e-06,11.0,0.0927,-6.241,1.0,0.083,102.215,4.0,0.915,rock
El Esqueleto,0CucYEXuGngb0vfUMpOmID,0.0402,0.556,0.872,0.0,7.0,0.151,-5.573,1.0,0.174,150.339,4.0,0.687,rock
Maldita Soledad,2BjVggYx8BZc5xjZGVB4Gd,0.578,0.579,0.83,0.201,0.0,0.186,-6.208,1.0,0.0393,176.159,4.0,0.937,rock
Solo un Minuto,6rk1UifNJO2oKMajBOdETB,0.0297,0.712,0.751,0.0,7.0,0.332,-3.613,1.0,0.0426,140.033,4.0,0.886,rock
Delfino,6igIXgrQB9qnWcQpn9XPfF,0.00883,0.474,0.944,0.0005,0.0,0.122,-5.911,1.0,0.108,115.176,4.0,0.632,rock
La Boni,60F2wMMzrcTCFWNIlCXDSZ,0.195,0.557,0.842,1.57e-06,2.0,0.463,-9.33,1.0,0.0776,160.044,4.0,0.876,rock
Nada Que Perder,2yZsGhvrL3dRlbMLhAcy0E,0.0147,0.6,0.928,3.43e-05,10.0,0.173,-3.679,1.0,0.129,90.924,4.0,0.616,rock
El Túnel Del Amor,11iCxKAxXLyMUmO5044LV9,0.00929,0.458,0.891,0.0,11.0,0.219,-6.756,0.0,0.0641,174.88,4.0,0.541,rock
América,4xwUANiwIWZ2UkKxXzSSSJ,0.0539,0.724,0.79,0.0,5.0,0.0557,-5.217,1.0,0.0352,125.024,4.0,0.929,rock
Resistiré,2yV2H6tLETd64BapUezE95,0.00213,0.648,0.945,3.24e-05,1.0,0.0751,-4.547,0.0,0.0511,98.068,4.0,0.698,rock
Siempre Fingiste Amarme,6jJ2wofOeao3iQDxs2KkLp,0.00319,0.62,0.756,0.02,8.0,0.315,-6.756,1.0,0.0401,90.972,4.0,0.843,rock
Skalari Rude Klub (SRK),2nAtFjIG82aevSNwGUZUqJ,0.0145,0.69,0.799,1.86e-06,0.0,0.274,-6.767,1.0,0.0487,160.11,4.0,0.965,rock
Su Majestad,5ftNbqrdSS7fKNB2G23WFQ,0.0955,0.228,0.729,0.00161,0.0,0.102,-5.264,0.0,0.0635,199.97,4.0,0.229,rock
La Zona del Terror,3Y8xPwMiPWyzCeqLhkVLmZ,0.00385,0.395,0.969,0.0326,0.0,0.375,-2.492,1.0,0.0511,111.041,4.0,0.95,rock
Ojos Cafés,7CfOeohPQbV2tLBafGGnnv,0.24,0.847,0.511,3.24e-06,7.0,0.427,-6.229,1.0,0.0558,93.986,4.0,0.831,rock
Que me quemen tus ojos,6NhDCP3GmbwHcv6bJeKnVn,0.174,0.761,0.415,2.97e-06,5.0,0.531,-11.165,1.0,0.0512,115.975,4.0,0.959,rock
El Ático,01L1D88jqcMuAOvLRyYVbj,0.000622,0.507,0.991,6.32e-05,2.0,0.355,-3.104,0.0,0.124,158.004,4.0,0.586,rock
Esta es Mi Vida,4dr0yrw0TkRigczw9nXjx4,0.0129,0.49,0.919,0.00021,1.0,0.377,-3.792,0.0,0.0735,199.896,4.0,0.684,rock
Pachuco - En Vivo en el Foro Sol - 17.11.17,3Osgqk5IT0FTUc9HehVjXP,0.00758,0.377,0.94,0.000547,2.0,0.137,-5.803,1.0,0.0798,101.788,4.0,0.178,rock
Mala Vida,3o3ggHATl6U21OBID9YbzC,0.0338,0.558,0.933,0.0,2.0,0.268,-3.694,1.0,0.0776,154.018,4.0,0.791,rock
Señorita a Mi Me Gusta Su Style,3L7jB4xMYqApabyWPGlz0g,0.0685,0.639,0.941,4.72e-05,7.0,0.312,-4.384,1.0,0.0435,170.164,4.0,0.931,rock
Ska en la Playa,5rN7Jw3sBHaGHp6MqAGl2u,0.148,0.784,0.922,1.59e-06,4.0,0.0615,-4.753,0.0,0.0387,145.986,4.0,0.958,rock
Mi Vida sin tu Amor (featuring Miño),63TFbfWD0zH9Y2tf3uqoRB,0.183,0.731,0.659,0.00108,0.0,0.153,-5.628,0.0,0.0453,125.888,4.0,0.858,rock
Algo De Suerte,2u8cFYHuAXvLlbxCEkb7ED,0.0432,0.658,0.922,0.0012,0.0,0.268,-6.079,1.0,0.0542,104.01,4.0,0.918,rock
El Peor Momento,4L43mWUckLLELjY01ULy0f,0.0364,0.597,0.864,1.9e-05,4.0,0.139,-5.717,0.0,0.0438,175.888,4.0,0.894,rock
Contigo Me Encontré,2SN72e6qe7mpWILUt66RqO,0.0205,0.649,0.879,0.0789,4.0,0.0709,-7.114,0.0,0.0393,169.929,4.0,0.907,rock
La Bolsa,2qSbz1afvswRV4g7fT3dgj,0.00294,0.554,0.952,0.0,6.0,0.181,-2.927,1.0,0.169,183.821,4.0,0.791,rock
No Volverán,2jIHWczYdtSj28CIcs3e8v,0.00819,0.526,0.896,0.0269,0.0,0.0547,-4.0,0.0,0.0432,180.008,4.0,0.686,rock
Crazy Life,6HetWMoIuWJpTRuhk82x5U,0.0706,0.62,0.787,0.00183,9.0,0.268,-6.436,1.0,0.0434,173.087,4.0,0.74,rock
La Último Carta,3uStl3ZgOOPdeFHntpt9tO,0.163,0.805,0.712,4.87e-06,2.0,0.0882,-4.072,0.0,0.0375,139.985,4.0,0.976,rock
El Diablo,1lY9ZV5TaqoNsFCr3Mm26b,0.00243,0.571,0.861,0.496,7.0,0.392,-5.147,0.0,0.0459,87.044,4.0,0.849,rock
Sueños,6btqDJJrlwzfv9YNRH9Gj1,0.0368,0.558,0.73,1.87e-05,7.0,0.236,-7.996,1.0,0.0337,150.041,4.0,0.444,rock
El asesino del tiempo,4qn2ZtHRDmcfgVPnl38N8p,0.135,0.62,0.977,0.0,9.0,0.633,-1.396,0.0,0.0408,154.184,4.0,0.968,rock
Envenenen a Mis Labios,0g6fuc3xiIsYVVkfqUNua6,0.469,0.556,0.903,0.000151,7.0,0.362,-2.08,1.0,0.0344,169.81,4.0,0.836,rock
Rudi Not Dead,0kFMgiUew2gYgsNAB4NyTx,0.0743,0.701,0.918,4.18e-06,0.0,0.107,-5.576,1.0,0.0426,80.998,4.0,0.804,rock
Que Se Joda el Amor,1V8NAzFN4MsVo1mOcHOOYO,0.259,0.665,0.95,5.33e-06,1.0,0.136,-3.95,0.0,0.0381,149.93,4.0,0.805,rock
Caras y Caretas,47kBOKD9VqU9FbXQsAid2O,0.0123,0.631,0.909,0.0,9.0,0.118,-4.833,0.0,0.0434,97.984,4.0,0.72,rock
Pinche Amor,2jbwRjFEWL13nkoXx8oJBy,0.0136,0.552,0.978,0.0111,6.0,0.0686,-5.485,1.0,0.0504,169.841,4.0,0.965,rock
Paz y Baile,2eSYkbxRBkfJTm8ILlnB9P,0.0113,0.653,0.788,0.0,7.0,0.325,-8.268,1.0,0.0402,160.087,4.0,0.876,rock
La Caída y la Gloria,5A1tWza8ztAzZSgvhZzdXe,0.0382,0.303,0.972,1.02e-06,9.0,0.916,-2.486,1.0,0.128,187.582,4.0,0.687,rock
A partir de ahí,1FMsxyf8w9PnhcA6POZ0vV,0.0334,0.668,0.938,0.0,10.0,0.0814,-3.593,1.0,0.0377,110.003,4.0,0.951,rock
Seamos más que amigos - Remastered,1gev95yWXDR4cv8WlkVxfm,0.0771,0.795,0.6,1.53e-05,6.0,0.0855,-6.823,1.0,0.0327,104.987,4.0,0.937,rock
Corrupción Ska,4kl5KRleflL90aIGrhBtqX,0.0141,0.63,0.811,0.586,7.0,0.102,-6.719,1.0,0.049,94.982,4.0,0.718,rock
Recuerdos,6QHnH11jTlVTOdj9qCHdca,0.25,0.847,0.48,1.66e-05,1.0,0.0463,-6.698,0.0,0.0314,102.128,4.0,0.795,rock
Tengo Miedo,20OijkPcdtlQ6G0UPagDe4,0.201,0.666,0.813,0.0,8.0,0.0869,-3.041,1.0,0.0784,166.495,4.0,0.914,rock
Este Ritmo,4xVhnIGR1UUjnTIBDs5EOX,0.233,0.599,0.866,0.0,7.0,0.367,-5.374,0.0,0.0496,154.008,4.0,0.886,rock
