Name,ID,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
FALLINASPEN,31UdmrxPNekKMvyzEj1VOn,0.701,0.684,0.463,0.00241,3.0,0.121,-7.69,0.0,0.0376,76.997,4.0,0.533,rnb
Tomorrow Is Too Late,13BNzaHxmLqhwx4Z0DHmCm,0.592,0.592,0.577,0.383,1.0,0.112,-8.017,0.0,0.061,79.974,4.0,0.659,rnb
Decide,47RGBqVpDOuG1lQXheVEuh,0.667,0.47,0.519,0.0,8.0,0.136,-10.397,1.0,0.0447,82.134,4.0,0.691,rnb
Can't Hold Me Down,7eXUlQwlk019uS481N9IPG,0.516,0.798,0.42,0.0523,7.0,0.0993,-12.3,0.0,0.0352,124.013,3.0,0.233,rnb
Motions,4ebCOToHyqhl75EMMh6LiB,0.0898,0.545,0.594,1.11e-06,6.0,0.123,-8.271,1.0,0.204,89.444,4.0,0.659,rnb
Same Mistakes,1ZUGTfYnbyc7hB4Y2uXXf0,0.756,0.627,0.328,0.0,0.0,0.14,-8.838,0.0,0.0776,151.485,4.0,0.378,rnb
2.0,36srzCGlOmPqwDNwHQZXS6,0.0167,0.736,0.653,2.8e-05,8.0,0.244,-3.397,0.0,0.0615,170.035,4.0,0.553,rnb
LMK,64TGSW2olwcRlAmO2pLCYY,0.839,0.57,0.266,0.000598,1.0,0.108,-14.486,1.0,0.183,171.834,4.0,0.344,rnb
Gemini Guy,4FrHTjt1GcPcsxv0TD73OA,0.77,0.754,0.579,4.3e-05,9.0,0.11,-7.287,0.0,0.166,82.005,4.0,0.566,rnb
Celebration,3t8ErAgRG38PAOqRZhBV3X,0.0246,0.649,0.666,0.00358,9.0,0.101,-8.2,1.0,0.0615,179.892,4.0,0.616,rnb
Dopamine,3ynnGOYFsSPb0aUmWYZ6T3,0.203,0.853,0.575,0.000226,1.0,0.147,-8.185,1.0,0.107,119.994,4.0,0.665,rnb
Maddest Hoes,2JOAClTouRjLpemnmAutOV,0.174,0.504,0.636,0.0,5.0,0.278,-5.867,0.0,0.119,95.237,4.0,0.34,rnb
As Days Go By,2RBt0qVLDmXc5kpDluo3Ge,0.439,0.608,0.459,0.000327,4.0,0.082,-12.453,0.0,0.0447,124.056,4.0,0.461,rnb
Spinnin',2BWUl6BriNR98ahDJ2fTEz,0.233,0.634,0.484,0.204,0.0,0.109,-9.682,1.0,0.0429,141.41,4.0,0.128,rnb
palisades,0PLzy8TCh6YQ48WsPbtecP,0.173,0.655,0.341,0.0373,0.0,0.0784,-14.604,1.0,0.0309,81.002,4.0,0.241,rnb
This Is What You're Gonna Get (Intro),3zeIPaQMP64eIM0rI9KyEq,0.82,0.362,0.279,0.0,5.0,0.426,-6.288,0.0,0.0307,74.42,4.0,0.264,rnb
Kill Bill,1Qrg8KqiBpW07V7PNxwwwL,0.0521,0.644,0.735,0.144,8.0,0.161,-5.747,1.0,0.0391,88.98,4.0,0.418,rnb
Don't Want A Love Song,7LTovppsXm7ncfRF0lA6q8,0.837,0.664,0.39,0.0,7.0,0.0979,-10.059,0.0,0.0539,160.061,3.0,0.343,rnb
LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,0.264,0.8,0.585,0.0,10.0,0.153,-7.343,1.0,0.0924,126.058,4.0,0.779,rnb
Let Me Go,4AwJSk491AvHk2AAJReGzZ,0.689,0.601,0.481,0.0033,7.0,0.109,-8.366,0.0,0.0634,152.994,4.0,0.484,rnb
Needed Me,4pAl7FkDMNBsjykPXo91B3,0.11,0.671,0.314,0.0,5.0,0.0825,-8.091,0.0,0.244,110.898,4.0,0.296,rnb
Don't,3pXF1nA74528Edde4of9CC,0.223,0.765,0.356,0.0,11.0,0.0963,-5.556,0.0,0.195,96.991,4.0,0.189,rnb
Novacane,4osgfFTICMkcGbbigdsa53,0.0584,0.762,0.508,0.00126,3.0,0.16,-9.112,1.0,0.0919,93.51,4.0,0.37,rnb
Stuck On You,53Nwlr3hxsGsu9eWU5EYjq,0.166,0.599,0.45,3.29e-05,7.0,0.112,-7.431,1.0,0.0519,157.969,3.0,0.144,rnb
Streets,60ynsPSSKe6O3sfwRnIBRf,0.21,0.749,0.463,0.0382,11.0,0.338,-8.433,1.0,0.0842,90.035,4.0,0.189,rnb
Bahamas Promises,3JZjcKImHcmOI9ylL4zrSc,0.85,0.626,0.309,1.31e-05,1.0,0.117,-10.397,1.0,0.0433,117.94,4.0,0.369,rnb
Poison,5NijSs5dAwaIybq1GaRTIe,0.711,0.689,0.394,0.000905,2.0,0.0859,-10.102,0.0,0.065,117.489,3.0,0.382,rnb
Numb,2X62E2rxNuCK3IdwnutBbI,0.238,0.743,0.5,4.22e-05,8.0,0.19,-5.918,1.0,0.116,105.967,4.0,0.374,rnb
Exchange,43PuMrRfbyyuz4QpZ3oAwN,0.107,0.525,0.433,0.0,6.0,0.135,-10.598,1.0,0.185,160.108,4.0,0.276,rnb
Teenage Fever,6n3HGiq4v35D6eFOSwqYuo,0.111,0.766,0.283,0.0172,8.0,0.115,-10.33,0.0,0.0846,97.04,4.0,0.144,rnb
Congratulations (feat. Bilal),1OubIZ0ARYCUq5kceYUQiO,0.948,0.465,0.225,0.00155,4.0,0.18,-12.637,0.0,0.0455,57.75,4.0,0.207,rnb
Right My Wrongs,5rgrBsAFYMun6yhtnLKRPz,0.345,0.543,0.449,0.0,1.0,0.157,-8.065,1.0,0.0463,132.609,4.0,0.29,rnb
Lose You,3KL5E7wbL8All8uDxYxcem,0.332,0.55,0.641,0.0,0.0,0.294,-5.65,1.0,0.0319,129.952,4.0,0.371,rnb
I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.0689,0.556,0.538,0.0,8.0,0.196,-5.408,0.0,0.0382,143.95,4.0,0.291,rnb
You Broke My Heart,5Se32hEA9raeboZerywxka,0.203,0.465,0.7,0.0,10.0,0.299,-5.163,0.0,0.0893,120.854,4.0,0.276,rnb
Playing Games (with Bryson Tiller) - Extended Version,2xyx0o4xNOLLjBSbOOdcbA,0.603,0.726,0.408,0.0,11.0,0.225,-6.606,0.0,0.0614,115.918,4.0,0.459,rnb
Location,152lZdxL1OR0ZMW6KquMif,0.33,0.736,0.449,0.000162,1.0,0.0898,-11.462,0.0,0.425,80.126,4.0,0.326,rnb
oui,0PJIbOdMs3bd5AT8liULMQ,0.213,0.418,0.724,0.0,5.0,0.112,-3.724,1.0,0.0964,78.521,5.0,0.604,rnb
Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,0.235,0.656,0.578,0.0,7.0,0.118,-8.97,0.0,0.0922,94.514,4.0,0.556,rnb
Spread Thin,4MbzauKV2ydtZZjLsPcuTF,0.0553,0.621,0.411,0.0,6.0,0.0816,-8.261,0.0,0.0333,110.113,4.0,0.357,rnb
Jungle,7JXZq0JgG2zTrSOAgY8VMC,0.62,0.697,0.235,0.000144,7.0,0.107,-8.651,1.0,0.0534,99.947,4.0,0.378,rnb
Trip,6CTWathupIiDs7U4InHnDA,0.225,0.477,0.61,0.0,11.0,0.107,-5.628,0.0,0.144,79.882,4.0,0.358,rnb
Losin Control,4cxMGhkinTocPSVVKWIw0d,0.515,0.759,0.245,0.000154,6.0,0.102,-6.545,1.0,0.138,96.992,4.0,0.209,rnb
Talk 2 Me,6pPLhloHxLWiMlAT5Xn1gw,0.816,0.464,0.126,3.67e-06,11.0,0.559,-16.383,1.0,0.0647,103.176,4.0,0.181,rnb
The Worst,2wBCrtJS3E3TimRZ5MElTI,0.253,0.539,0.414,1.3e-06,1.0,0.143,-9.156,0.0,0.0601,94.895,4.0,0.123,rnb
Wicked Games,00aqkszH1FdUiJJWvX6iEl,0.0217,0.606,0.57,8.47e-06,9.0,0.301,-6.684,1.0,0.032,114.033,4.0,0.258,rnb
Sober,6YuFv5d7iGeNnFMu6xphZl,0.0979,0.701,0.591,2.53e-05,0.0,0.551,-6.646,1.0,0.0301,98.056,4.0,0.423,rnb
I Hate U,5dXWFMwD7I7zXsInONVl0H,0.507,0.535,0.388,0.0,7.0,0.11,-9.805,0.0,0.155,106.703,5.0,0.412,rnb
Feel No Ways,3cjF2OFRmip8spwZYQRKxP,0.0312,0.582,0.677,6.6e-06,7.0,0.122,-7.081,1.0,0.172,193.818,4.0,0.205,rnb
Easily,0RnxpSzxzwZgFQ0NahQr9K,0.491,0.773,0.256,0.00612,7.0,0.144,-8.545,0.0,0.0481,118.893,3.0,0.357,rnb
Honesty,4K5d58UkmjqNsA7kY43jgt,0.921,0.616,0.203,0.0,6.0,0.106,-11.421,0.0,0.0331,79.824,4.0,0.416,rnb
While We're Young,4mL59LVbKgOpEACxraGYdr,0.104,0.649,0.791,1.97e-06,2.0,0.108,-6.013,1.0,0.193,128.023,4.0,0.811,rnb
Just Might (with PARTYNEXTDOOR),43IMaycr34ZR5kS8mlL5hH,0.672,0.69,0.377,1.06e-06,7.0,0.106,-7.907,1.0,0.0793,104.924,4.0,0.18,rnb
Coaster,39KG4kom3enSx4GTThuDGt,0.935,0.441,0.219,0.0,8.0,0.115,-14.586,1.0,0.0419,94.021,4.0,0.244,rnb
Blue Lights,1It1TxBK3xIQAB4xJkPevn,0.666,0.692,0.57,0.0,7.0,0.107,-8.077,1.0,0.185,91.917,4.0,0.309,rnb
Wicked Games,0TYhf0MgEj4YJaKwo5c4Km,0.447,0.789,0.435,0.0,1.0,0.135,-7.042,0.0,0.0599,72.973,3.0,0.456,rnb
Missin You Crazy,4ve2uzqdwnHr20G5YgMMqr,0.0991,0.716,0.729,0.0,5.0,0.0842,-6.313,1.0,0.117,131.975,4.0,0.276,rnb
Favorite Mistake,4rHIfYRQw6ittRQXAlurk0,0.777,0.535,0.409,0.0,7.0,0.129,-9.517,0.0,0.0855,170.123,4.0,0.138,rnb
TMW,19Dhj2zNpcTX2mBYrxlkax,0.875,0.664,0.307,2.7e-06,4.0,0.0894,-13.546,0.0,0.0461,116.924,3.0,0.379,rnb
Make It,6dPjRptilDo0E3dLWm88QC,0.985,0.589,0.0941,8.55e-06,10.0,0.108,-14.447,0.0,0.138,91.987,1.0,0.376,rnb
Good & Plenty,1VAKnb1btGrQXcVZVSRkPe,0.788,0.658,0.619,0.0667,9.0,0.0951,-7.316,0.0,0.0772,136.077,4.0,0.354,rnb
You Can't Save Me,1OykBmq3vmMSEOQShNIBLv,0.0615,0.623,0.584,0.000168,0.0,0.119,-7.902,1.0,0.12,157.986,4.0,0.546,rnb
True Colors,1oGdVdYjeQvojGKDddxLQQ,0.286,0.624,0.424,0.0,1.0,0.173,-8.237,1.0,0.24,76.671,4.0,0.584,rnb
Lie Again,2OTRqsDes7OYRRwbF2JXsa,0.406,0.576,0.36,0.000103,7.0,0.161,-9.321,1.0,0.0352,126.836,3.0,0.166,rnb
Tell Me It's Over (feat. Summer Walker & 6LACK),2cue4DdCwO7himRLESpWk5,0.373,0.497,0.477,0.0,2.0,0.114,-7.285,0.0,0.116,121.524,4.0,0.389,rnb
Whoa,38EhHqsV5NX9JrC2D2qXNI,0.121,0.509,0.514,0.00144,10.0,0.104,-11.283,1.0,0.123,188.019,4.0,0.476,rnb
None Of Your Concern (feat. Big Sean),75MSZRbAbQuzfUV3Pefvut,0.856,0.437,0.517,0.0,9.0,0.109,-9.329,0.0,0.225,82.757,4.0,0.373,rnb
Easy,58dSdjfEYNSxte1aNVxuNf,0.373,0.722,0.282,0.00557,5.0,0.147,-7.484,1.0,0.106,91.367,4.0,0.217,rnb
Get You (feat. Kali Uchis),6N3qHjcwly8ZuhE4bPYJAX,0.426,0.659,0.295,6.95e-05,11.0,0.0795,-8.528,0.0,0.0322,74.037,4.0,0.36,rnb
"Yo Love - From ""Queen & Slim: The Soundtrack""",3Vj8RQkFwOmDvUrwu6MtQZ,0.565,0.703,0.573,3.13e-06,0.0,0.0987,-9.032,1.0,0.0724,147.038,4.0,0.491,rnb
Best Thing,4pqYf5eVYFpesyKlrFGNTE,0.593,0.712,0.469,0.0,8.0,0.125,-5.616,0.0,0.0405,93.04,4.0,0.383,rnb
Make Me Stay,3REQkt60mafExNVnJehMdL,0.358,0.739,0.371,4.27e-05,4.0,0.139,-8.152,0.0,0.0511,122.033,4.0,0.207,rnb
Unloyal (with Ari Lennox),081Shn2hU3YxvQmGaCPegr,0.0357,0.805,0.51,0.000469,4.0,0.108,-6.179,0.0,0.0569,127.983,4.0,0.36,rnb
Back to the Streets (feat. Jhené Aiko),3MEruRteiUZXkStfTlZqRn,0.168,0.865,0.792,1.46e-05,4.0,0.107,-4.207,1.0,0.0677,101.985,4.0,0.562,rnb
Time Machine,37S1u9dpiGeBO80Lk9msLy,0.0167,0.662,0.516,0.0003,2.0,0.134,-5.143,0.0,0.0375,87.099,4.0,0.181,rnb
Around Me,7dQeS4ErW1iWvnKdrtKwKr,0.576,0.595,0.18,4.56e-05,1.0,0.097,-12.516,1.0,0.0659,75.067,4.0,0.119,rnb
Please Do Not Lean (feat. BADBADNOTGOOD),5uXO1sjZ7VbNKexKaFRna3,0.241,0.67,0.41,8.55e-06,1.0,0.167,-13.444,1.0,0.0381,127.972,4.0,0.46,rnb
THINGS & SUCH,4Hv8QuMQfG7e6GWOWcXYKk,0.757,0.655,0.551,4.53e-06,11.0,0.102,-5.071,0.0,0.0509,90.992,4.0,0.659,rnb
More Than Enough,1tNK6PDCrJLEa2AQBCEfjP,0.26,0.648,0.531,0.000897,2.0,0.12,-5.886,0.0,0.0345,143.008,4.0,0.253,rnb
Girl Like Me (feat. H.E.R.),2sXydP9vPEYUH4uAWotuGu,0.66,0.5,0.638,0.0,6.0,0.366,-4.007,0.0,0.0756,81.145,4.0,0.698,rnb
Throw It Away,21DN44aYlSoyfOQcboC0IP,0.266,0.645,0.658,1.82e-05,0.0,0.128,-8.517,0.0,0.0653,139.968,4.0,0.53,rnb
Can't Be Friends,4iMDkH8t3Sooaj3uCzpYP2,0.0665,0.451,0.586,0.0,11.0,0.171,-7.975,0.0,0.193,171.842,4.0,0.337,rnb
BOZO,1nQAabVphQawZXSNtaFKfK,0.0934,0.813,0.861,2.76e-05,2.0,0.13,-5.549,0.0,0.059,119.044,4.0,0.544,rnb
Morning,54Yappwod1fELR5zb2gDBn,0.563,0.462,0.438,0.0,10.0,0.181,-8.227,1.0,0.0953,107.364,3.0,0.342,rnb
If I Ain't Got You,3XVBdLihbNbxUwZosxcGuJ,0.603,0.609,0.444,6.86e-06,7.0,0.104,-9.129,1.0,0.106,118.402,3.0,0.166,rnb
No Scrubs,1KGi9sZVMeszgZOWivFpxs,0.0251,0.743,0.675,0.000717,8.0,0.0685,-4.267,0.0,0.0953,92.909,4.0,0.59,rnb
My Boo,68vgtRHr7iZHpzGpon6Jlo,0.257,0.662,0.507,0.0,5.0,0.0465,-8.238,1.0,0.118,86.412,4.0,0.676,rnb
Say My Name,7H6ev70Weq6DdpZyyTmUXk,0.273,0.713,0.678,0.0,5.0,0.149,-3.525,0.0,0.102,138.009,4.0,0.734,rnb
Rock Your Body,1AWQoqb9bSvzTjaLralEkT,0.201,0.892,0.714,0.000234,4.0,0.0521,-6.055,0.0,0.141,100.972,4.0,0.817,rnb
Family Affair,3aw9iWUQ3VrPQltgwvN9Xu,0.132,0.911,0.551,4.12e-05,8.0,0.0863,-3.75,0.0,0.0449,92.887,4.0,0.969,rnb
So Sick,6brl7bwOHmGFkNw3MBqssT,0.246,0.452,0.574,0.0,6.0,0.189,-8.336,1.0,0.31,92.791,4.0,0.58,rnb
Dilemma,0ARK753YaiJbpLUk7z5yIM,0.227,0.727,0.552,0.000164,2.0,0.198,-8.074,0.0,0.14,168.189,4.0,0.607,rnb
No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,0.303,0.867,0.646,0.0,1.0,0.279,-4.674,0.0,0.288,88.634,4.0,0.67,rnb
Me & U,7k6IzwMGpxnRghE7YosnXT,0.352,0.803,0.454,0.0,8.0,0.0655,-4.802,0.0,0.0294,99.99,4.0,0.739,rnb
What's Luv? (feat. Ja-Rule & Ashanti),2mKouqwAIdQnMP43zxR89r,0.0219,0.835,0.707,2.19e-05,8.0,0.108,-5.074,1.0,0.0598,93.955,4.0,0.919,rnb
Take A Bow,3goSVuTt3fDYDP6kRnFwuL,0.248,0.697,0.467,0.0,9.0,0.0941,-7.536,1.0,0.0715,82.082,4.0,0.572,rnb
Fallin',0KQx6HOpJueiSkztcS0r7D,0.263,0.652,0.609,0.00101,11.0,0.233,-7.519,0.0,0.037,95.986,3.0,0.482,rnb
Foolish,6zMUIb4uce1CzpbjR3vMdN,0.347,0.665,0.695,0.0,0.0,0.106,-5.763,1.0,0.0532,90.119,4.0,0.707,rnb
Cry Me a River,7Lf7oSEVdzZqTA0kEDSlS5,0.577,0.624,0.654,0.0,8.0,0.104,-6.582,0.0,0.183,73.898,4.0,0.564,rnb
I Wanna Love You,0CXVjQI9wsqaGeIARkkpYc,0.0373,0.866,0.454,1.49e-06,0.0,0.275,-9.383,1.0,0.0414,99.985,4.0,0.368,rnb
Miss Independent,34ceTg8ChN5HjrqiIYCn9Q,0.522,0.673,0.683,0.0,1.0,0.235,-5.693,1.0,0.115,171.86,4.0,0.713,rnb
Long Way 2 Go,4v5kAh2wWyCSuKuhMJK8u6,0.057,0.589,0.655,0.000353,8.0,0.372,-8.138,1.0,0.0488,105.272,4.0,0.675,rnb
The Boy Is Mine,6sHsXIJoEN5JpdkGMQDJxt,0.539,0.704,0.707,0.00106,1.0,0.318,-6.537,0.0,0.0391,93.145,4.0,0.761,rnb
Ex-Factor,2VjXGuPVVxyhMgER3Uz2Fe,0.118,0.593,0.619,0.0,3.0,0.484,-9.003,0.0,0.0976,80.02,4.0,0.668,rnb
Yo (Excuse Me Miss),7DFnq8FYhHMCylykf6ZCxA,0.119,0.536,0.612,0.0,4.0,0.209,-5.847,1.0,0.272,86.768,4.0,0.57,rnb
U Remind Me,2QsZVnbWVSjKMXK6K3uRBL,0.194,0.657,0.629,0.0,6.0,0.254,-4.938,1.0,0.0782,93.985,4.0,0.726,rnb
No One,6IwKcFdiRQZOWeYNhUiWIv,0.0209,0.644,0.549,8.85e-06,1.0,0.134,-5.415,0.0,0.0285,90.04,4.0,0.167,rnb
Always Be My Baby,2aBxt229cbLDOvtL7Xbb9x,0.457,0.65,0.531,0.0,4.0,0.249,-8.335,1.0,0.0364,78.946,4.0,0.487,rnb
I Know What You Want (feat. Flipmode Squad),0YImOCkIJ2PWhCXaURCZnY,0.0142,0.648,0.759,0.0,6.0,0.648,-4.315,1.0,0.306,85.996,4.0,0.518,rnb
Because Of You,6CFPFnS9EcLs2I0nWqtWci,0.528,0.81,0.538,0.0,0.0,0.0951,-5.784,0.0,0.0356,109.97,4.0,0.828,rnb
Unfaithful,13xxBnXOuiBxVxJI458B0i,0.839,0.588,0.391,0.0,0.0,0.227,-8.607,0.0,0.0334,144.069,4.0,0.349,rnb
"Bills, Bills, Bills",1Oi2zpmL81Q0yScF1zxaC0,0.139,0.845,0.576,0.0,11.0,0.0764,-5.15,0.0,0.153,127.641,4.0,0.461,rnb
Irreplaceable,6RX5iL93VZ5fKmyvNXvF1r,0.0293,0.447,0.694,5.46e-06,7.0,0.167,-4.637,0.0,0.382,175.868,4.0,0.509,rnb
7 Days,0gPQTLaqHDgdupKEok7J2x,0.23,0.659,0.812,0.0,4.0,0.0951,-7.499,0.0,0.0487,83.014,4.0,0.888,rnb
Are You That Somebody,3PqAnW2bB5TQnMoBivyFOb,0.14,0.85,0.657,0.0192,9.0,0.0939,-7.078,0.0,0.166,137.971,4.0,0.843,rnb
Superstar,5u5MpBnvJejW9dHPrfWEXZ,0.046,0.801,0.645,0.0,1.0,0.0357,-6.93,1.0,0.0356,110.011,4.0,0.824,rnb
03' Bonnie & Clyde,5ljCWsDlSyJ41kwqym2ORw,0.23,0.759,0.678,0.0,9.0,0.15,-5.148,0.0,0.314,89.64,4.0,0.327,rnb
We Belong Together,3LmvfNUQtglbTrydsdIqFU,0.0339,0.837,0.462,0.0,0.0,0.09,-7.89,1.0,0.0601,139.986,4.0,0.762,rnb
Survivor,2Mpj1Ul5OFPyyP4wB62Rvi,0.0559,0.514,0.911,0.0,1.0,0.775,-2.027,0.0,0.41,161.109,4.0,0.619,rnb
Baby Boy (feat. Sean Paul),4WY3HyGXsWqjFRCVD6gnTe,0.0825,0.655,0.488,1.16e-06,1.0,0.221,-9.17,1.0,0.22,91.025,4.0,0.791,rnb
Try Again,6Wnlq1Pu3I0BajLvxn05Vr,0.0789,0.794,0.662,0.0,6.0,0.0937,-4.913,0.0,0.249,93.053,4.0,0.683,rnb
Be Without You - Kendu Mix,6Y3WvyUG9iE5bQYg38SPtQ,0.0717,0.726,0.7,0.0,2.0,0.262,-5.881,0.0,0.0998,146.559,4.0,0.673,rnb
Don't Cha,1gZ7i4qxXkHZb1r6eioaAP,0.00516,0.877,0.637,2.5e-06,1.0,0.0959,-3.493,0.0,0.101,119.988,4.0,0.569,rnb
My Love Is Your Love,1ckU1EhAO0Nr73QYw24SWJ,0.0561,0.77,0.475,4.72e-06,7.0,0.0607,-9.512,1.0,0.159,82.511,4.0,0.473,rnb
He Wasn't Man Enough,7f1Dmr246cJ9uQYdbplTbh,0.00916,0.739,0.947,3.14e-05,11.0,0.326,-1.916,0.0,0.0411,88.009,4.0,0.766,rnb
Love Like This,7MQywXGHEev7JmwwIzMcao,0.00364,0.767,0.551,0.0,0.0,0.0451,-7.328,1.0,0.0616,100.904,4.0,0.796,rnb
I'm Real (feat. Ja Rule) - Murder Remix,6MLsahMK3VvH9NUwXOktdS,0.273,0.708,0.587,0.0,11.0,0.0718,-7.93,0.0,0.151,83.46,4.0,0.554,rnb
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",6Wt5QBzHp9vdSLAFlvdnDQ,0.421,0.713,0.471,0.0,1.0,0.0308,-7.392,0.0,0.483,199.764,4.0,0.779,rnb
That's The Way Love Goes,29rQJydAlO0uMyWvRIZxQg,0.302,0.703,0.7,0.471,5.0,0.0718,-6.789,1.0,0.0693,97.675,4.0,0.582,rnb
Halo,3ERa3mEeOnrh2Mc47qM6T1,0.272,0.508,0.72,0.0,11.0,0.0563,-5.908,0.0,0.0628,79.983,4.0,0.472,rnb
It's Not Right But It's Okay,7861kBrZ5aw7o4NfggcyYW,0.162,0.805,0.802,0.000883,1.0,0.0698,-7.076,1.0,0.1,127.924,4.0,0.531,rnb
Always On Time,2lXJr5BkUPZpQUV2ZGN1Wv,0.202,0.832,0.699,0.0,5.0,0.131,-6.322,0.0,0.209,96.652,4.0,0.853,rnb
"U Know What's Up (feat. Lisa ""Left Eye"" Lopes)",5PMKzsUsTpZZGsCcJBuhP2,0.0402,0.854,0.543,5.73e-05,8.0,0.0419,-6.166,0.0,0.0844,103.032,4.0,0.868,rnb
I Don't Wanna Know (feat. Enya & P. Diddy) - 2016 Remaster,2yr2HnFYl7XvqJk4fXoQBt,0.347,0.833,0.515,0.00156,11.0,0.116,-5.0,0.0,0.0462,97.007,4.0,0.4,rnb
Single Ladies (Put a Ring on It),2ZBNclC5wm4GtiWaeh0DMx,0.0383,0.426,0.584,0.0,1.0,0.188,-5.293,1.0,0.296,193.437,4.0,0.272,rnb
I Need a Girl (Pt. 1) [feat. Usher & Loon],7lVNTXkI3cHFvcXiI8damb,0.397,0.66,0.707,0.0,6.0,0.211,-5.758,1.0,0.208,89.279,4.0,0.761,rnb
If You Had My Love,3x4yV0hW5Ve3TKhFkXSqFn,0.0645,0.68,0.625,5.81e-05,11.0,0.109,-7.0,0.0,0.0353,94.02,4.0,0.814,rnb
Heartbreaker (feat. Jay-Z),0jsANwwkkHyyeNyuTFq2XO,0.383,0.524,0.816,0.0,1.0,0.349,-5.872,1.0,0.37,200.031,4.0,0.789,rnb
Got 'Til It's Gone,1EhvYd5e7vkoN3udEN1Vyl,0.0177,0.752,0.364,0.000306,7.0,0.278,-10.375,1.0,0.277,89.842,4.0,0.534,rnb
Shackles (Praise You),7JKEA8xYDoFp4q0QBW2PGg,0.0343,0.779,0.834,0.0,7.0,0.0886,-2.773,1.0,0.162,100.46,4.0,0.8,rnb
"Never Leave You (Uh Oooh, Uh Oooh)",1AjQE5MtP5jHQMyDepbvLI,0.0391,0.811,0.657,0.712,6.0,0.0798,-6.197,1.0,0.362,199.958,4.0,0.777,rnb
Walking Away,3R7fjB38qajI6JR69y5k4e,0.196,0.596,0.688,0.0,9.0,0.121,-6.367,0.0,0.0345,172.837,4.0,0.817,rnb
Bust Your Windows,56z2qI0gKcPthQF6l8AW3E,0.538,0.683,0.664,0.0,5.0,0.0671,-4.233,0.0,0.0332,106.991,4.0,0.866,rnb
Binz,7yvdp8dqmxExSJwT2fn6Xq,0.101,0.863,0.625,4.13e-06,8.0,0.166,-6.323,1.0,0.313,83.98,4.0,0.456,rnb
That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.013,0.853,0.56,0.0,1.0,0.0944,-4.961,1.0,0.0406,134.066,4.0,0.86,rnb
Almeda,6IAgarq2wDeYzpsY2Kx0Hw,0.0227,0.827,0.553,1.52e-05,1.0,0.176,-5.296,1.0,0.032,110.015,4.0,0.0631,rnb
Uptown Funk (feat. Bruno Mars),32OlwWuMpZ6b0aN2RZOeMS,0.00801,0.856,0.609,8.15e-05,0.0,0.0344,-7.223,1.0,0.0824,114.988,4.0,0.928,rnb
Girl With The Tattoo Enter.lewd,1eUGmzzvahJjOSWgDHuRlv,0.856,0.372,0.239,0.000175,6.0,0.168,-11.314,0.0,0.0296,113.451,4.0,0.127,rnb
Some,4riDfclV7kPDT9D58FpmHd,0.00548,0.784,0.554,0.254,7.0,0.0995,-6.417,1.0,0.03,104.01,4.0,0.634,rnb
Redbone,0WtDGnWL2KrMCk0mI1Gpwz,0.174,0.745,0.353,0.00662,1.0,0.118,-10.614,1.0,0.0983,160.111,4.0,0.598,rnb
C U Girl,6FBzhcfgGacfXF3AmtfEaX,0.663,0.414,0.473,0.0523,11.0,0.128,-8.911,0.0,0.116,100.0,4.0,0.409,rnb
24K Magic,6b8Be6ljOzmkOmFslEb23P,0.034,0.818,0.803,0.0,1.0,0.153,-4.282,1.0,0.0797,106.97,4.0,0.632,rnb
Sativa,2pg2TiYo9Rb8KeB5JjP7jS,0.316,0.741,0.61,0.0,6.0,0.534,-7.34,0.0,0.0511,125.99,4.0,0.72,rnb
Tadow,51rPRW8NjxZoWPPjnRGzHw,0.669,0.704,0.487,8.64e-05,9.0,0.111,-6.407,0.0,0.0604,121.726,4.0,0.313,rnb
Infrunami,0f8eRy9A0n6zXpKSHSCAEp,0.31,0.826,0.299,0.0952,9.0,0.0758,-7.721,1.0,0.0446,97.012,4.0,0.215,rnb
Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,0.112,0.795,0.594,0.0,0.0,0.162,-6.2,1.0,0.0748,135.002,4.0,0.409,rnb
Girls Need Love (with Drake) - Remix,14SaZBTjxlorHJQxXh01Hu,0.443,0.656,0.432,0.0,6.0,0.132,-9.481,0.0,0.217,97.022,4.0,0.0897,rnb
Trust,0oufSLnKQDoBFX5mgkDCgR,0.231,0.764,0.394,9.37e-05,8.0,0.117,-8.559,1.0,0.152,92.009,4.0,0.465,rnb
Love Songs - Bonus,6qL5UWxRSQYml9O99ozoLv,0.831,0.641,0.355,0.000855,5.0,0.11,-10.599,1.0,0.0906,120.032,4.0,0.453,rnb
Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,0.00258,0.891,0.628,0.00019,2.0,0.0504,-7.863,1.0,0.0551,134.966,4.0,0.552,rnb
Awkward,2xZ0zfuDTv5LxLhEgD82PG,0.182,0.618,0.474,0.000122,5.0,0.108,-12.097,1.0,0.0789,119.999,4.0,0.397,rnb
