Name,ID,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Wild in Secret,2jDNpZI9Ydk25K8qMCjpUc,0.109,0.721,0.765,3.26e-06,7.0,0.34,-6.42,0.0,0.0506,117.946,4.0,0.669,edm
Beautiful Girls,2L7OIYMC3In2mjeOKgEfj5,0.282,0.809,0.604,3.36e-06,7.0,0.167,-7.703,1.0,0.0269,109.005,4.0,0.702,edm
ACID,6JkQb1qCCJDBV7kW5vJUAH,0.0278,0.573,0.982,0.768,0.0,0.386,-5.518,1.0,0.0576,135.034,4.0,0.0617,edm
E.T.,7rji3pwPqPCUVX2flQw8Zj,0.00879,0.579,0.737,0.0,5.0,0.179,-5.481,0.0,0.151,180.094,4.0,0.329,edm
Cyka Blyat,3P5qdDo1yIqSU0R7YH1Vly,0.0258,0.794,0.953,0.145,11.0,0.0637,-4.279,0.0,0.159,150.016,4.0,0.679,edm
"Dance For Me (1, 2, 3) - Stutter Techno",5Y8mnPgyb9hOJxY1M0OJdx,0.0505,0.706,0.975,0.247,10.0,0.109,-5.58,0.0,0.0651,154.993,4.0,0.319,edm
TiK ToK,4Fh76hS27ZgzK0or8eP2qQ,0.0192,0.693,0.822,1.86e-05,0.0,0.318,-4.958,1.0,0.232,144.995,4.0,0.729,edm
Brass,03ZyPqIZXdBNNVIpM2KORq,0.185,0.727,0.9,0.00103,5.0,0.13,-2.597,1.0,0.133,124.029,4.0,0.452,edm
Zombie,1TwbzKMxFBExaDEUWqQ832,0.0542,0.436,0.869,0.0,4.0,0.0979,-2.473,0.0,0.0615,155.051,4.0,0.0383,edm
Кислый данс,6xGoIBkwHNSVojzjbOq3y0,0.0251,0.719,0.991,0.0047,6.0,0.139,-6.652,0.0,0.127,157.988,4.0,0.448,edm
Lost In Amsterdam,4O6dNNFymQgzjTditgpOZv,0.00195,0.827,0.887,0.0277,0.0,0.094,-2.753,1.0,0.241,90.014,4.0,0.736,edm
All Night,68udexWA5NqZQh8YXJkHky,0.00413,0.675,0.633,1.15e-05,1.0,0.556,-4.362,1.0,0.0363,103.992,4.0,0.146,edm
Acid Cry,6cP6IST6zj0sPIDOjmA1JZ,0.00783,0.69,0.792,0.569,6.0,0.335,-7.29,0.0,0.0426,140.024,3.0,0.19,edm
Narco,4TuNI3WEMyLQAKRMJmcQdA,0.00784,0.764,0.943,0.104,8.0,0.0699,-4.047,1.0,0.0711,129.961,4.0,0.207,edm
Aarena (Knock2 Remix),3QdNlDA5ZYzg99r1eafrO8,0.0355,0.61,0.986,0.601,4.0,0.0265,-1.378,1.0,0.104,126.02,4.0,0.162,edm
Chicken Soup,7hU38LHqMSPFrvoqADFJp4,0.00129,0.823,0.815,0.0494,11.0,0.599,-3.947,1.0,0.134,125.989,4.0,0.474,edm
Deutschland,0UEJImh3GFrMdStAOF5FRM,0.0035,0.805,0.954,0.065,8.0,0.109,-4.172,1.0,0.103,147.002,4.0,0.875,edm
Rave Love,7DLfT5JvOdDunFbgAAAc7q,0.00259,0.393,0.895,0.000407,6.0,0.151,-4.935,0.0,0.0493,160.057,4.0,0.183,edm
Calabria - Firebeatz Remix,6lYdV7rTtv3dVpQ89htlRU,0.000732,0.636,0.879,0.446,10.0,0.324,-2.862,1.0,0.0702,128.004,4.0,0.395,edm
Gangsta Gangsta (feat. Baby Eazy-E),5w6rgrtYFhC6NkUknX1exC,0.0189,0.824,0.907,2.25e-05,11.0,0.146,-1.12,1.0,0.138,104.917,4.0,0.417,edm
Lay All Your Love On Me,6d4o00VKYnYb1DgvZr2xuV,0.0168,0.655,0.9,0.0245,7.0,0.363,-4.306,1.0,0.147,159.938,4.0,0.334,edm
It's That Time,5fF9T9SMqBKUvT06cn7kBR,5.75e-05,0.724,0.965,0.859,0.0,0.705,-6.195,1.0,0.0497,147.023,4.0,0.753,edm
Thrilla,2ePOVtay20vRQ33E1k1Qft,0.000462,0.594,0.965,0.00396,1.0,0.305,-4.148,1.0,0.0668,135.077,4.0,0.138,edm
Crab Rave,4qDHt2ClApBBzDAvhNGWFd,0.206,0.768,0.933,0.915,2.0,0.0833,-2.95,0.0,0.0385,124.996,4.0,0.245,edm
Internet Friends,5qFL2uwfnGU8FccwLMgPNQ,0.00105,0.64,0.903,0.0503,5.0,0.171,-3.042,0.0,0.185,128.079,4.0,0.152,edm
I Like To Party,7piw0SrFyHjJwOivGxdrnb,0.00232,0.553,0.803,1.06e-06,6.0,0.27,-5.066,0.0,0.0973,154.952,4.0,0.368,edm
What I Want,77VtR2l9SUqNgN4mDRDEDt,0.0053,0.651,0.77,0.000162,1.0,0.222,-3.701,1.0,0.32,125.094,4.0,0.415,edm
dashstar*,0dAfw35k2hBsnbSl74AVJF,0.00872,0.699,0.949,0.328,9.0,0.151,-2.994,1.0,0.0739,126.07,4.0,0.186,edm
Boyz In Paris (with VINAI),17NHXI2CJp7KgdcwcDnRx4,0.0326,0.554,0.968,4.2e-05,1.0,0.304,-4.178,1.0,0.0695,74.465,4.0,0.415,edm
Cyka,3Ra2guu7sqPKXvW8xyXIaI,0.0255,0.78,0.874,0.362,10.0,0.0754,-6.116,0.0,0.199,155.017,4.0,0.69,edm
Overkill,4XdaaDFE881SlIaz31pTAG,0.000448,0.435,0.956,0.655,8.0,0.343,-1.369,0.0,0.144,174.029,4.0,0.103,edm
Gyrate (ft. Wreckno),1t0cVl9nW6zkUeow0RCLqA,0.0155,0.724,0.896,0.458,6.0,0.312,-5.27,0.0,0.0369,104.992,4.0,0.119,edm
Wanna Play?,6iBL6TOzsO75Yz0cG1MO0o,0.198,0.569,0.996,0.0114,5.0,0.707,-0.45,1.0,0.224,100.02,3.0,0.461,edm
Suffocate,6wUK8WB3cbNUAAGjNmKy3M,0.0144,0.638,0.961,0.00141,7.0,0.175,-1.726,1.0,0.3,150.065,4.0,0.664,edm
Push Up - Original Mix,43OMUa5jouGCZEz9k9vooo,0.0509,0.714,0.917,0.823,7.0,0.0725,-6.649,1.0,0.0869,160.057,4.0,0.579,edm
Party Till We Die (feat. Andrew W.K.),5AEs83CYoPApEjYEJGbTuJ,0.00528,0.64,0.94,0.000484,5.0,0.357,-2.976,0.0,0.0795,127.995,4.0,0.243,edm
Bricks,7Fh5Q7Hg1H7CX1jVQY2Dgm,0.127,0.759,0.961,0.0103,8.0,0.231,-5.051,1.0,0.0984,112.027,4.0,0.419,edm
Kamaz,5ndylO3VZAhTRIARJFD0a5,0.0429,0.617,0.964,0.000499,1.0,0.0782,-3.082,1.0,0.128,150.034,4.0,0.525,edm
Griztronics,6OTClxme7EYRZGO6An3SMc,0.037,0.607,0.941,0.0137,11.0,0.321,-3.807,0.0,0.481,75.401,4.0,0.521,edm
Anybody Out There - Dr Phunk Remix,0GmjbPvbhGdwJbT79oFF4Y,0.00142,0.626,0.914,0.0253,1.0,0.498,-4.049,1.0,0.0695,149.991,4.0,0.0626,edm
dontstopme!,60tToQgGBi2ZxHLMqkcy5h,0.00106,0.631,0.988,0.00532,2.0,0.734,-1.525,1.0,0.0704,139.988,4.0,0.209,edm
Tear Jerker,44tKnY1Tsoe9jPGmoA1H2c,0.0927,0.843,0.801,0.362,10.0,0.0721,-4.001,1.0,0.0462,129.943,4.0,0.143,edm
Don Dada,39VmBU4bGXnT0evnBN9iOo,0.0021,0.745,0.873,0.0114,6.0,0.401,-4.367,1.0,0.0372,127.99,4.0,0.93,edm
Waste Your Youth,3zMa1FmLbmcSNAYgXCvybp,0.0158,0.488,0.902,5.38e-05,4.0,0.19,-5.117,0.0,0.0511,160.103,4.0,0.196,edm
ЗАВОД,0JCG4FU6reipiFnJ0sGloH,0.121,0.65,0.987,0.915,9.0,0.151,-8.099,1.0,0.0675,159.975,4.0,0.848,edm
Mtc,56nLHj9HJr3xpbLarnr0l4,0.00792,0.485,0.979,0.00171,2.0,0.387,-0.943,1.0,0.116,175.074,4.0,0.432,edm
Amsterdam,0aQvwDOnEhK5bqqK11rOv9,0.0232,0.702,0.839,0.000261,6.0,0.0932,-3.954,0.0,0.0744,112.516,1.0,0.348,edm
DotA - Radio Edit,6HjtZWIo0bh0KLD8Tq4ujR,0.0084,0.46,0.962,0.00199,0.0,0.186,-6.447,1.0,0.112,140.047,4.0,0.532,edm
Instababe,7lVWph4ldwjGS4nQYV6yQO,0.00643,0.747,0.922,0.329,6.0,0.115,-4.994,0.0,0.109,150.004,4.0,0.702,edm
Beautiful World - D-Block & S-te-Fan Radio Edit,6CGI9GcgxcOKQEeoiBjgZl,0.0443,0.517,0.932,0.000696,8.0,0.0721,-2.107,1.0,0.0492,149.969,4.0,0.169,edm
Happier By Now,0qq33nVMNHelvjRGhTKPVH,0.0432,0.519,0.902,2.55e-06,10.0,0.138,-2.065,1.0,0.058,159.873,4.0,0.275,edm
Surface,63bR379dNknfAws2hBBsq7,0.0445,0.573,0.735,0.865,2.0,0.187,-4.132,1.0,0.0428,170.007,4.0,0.246,edm
Thank You (Not So Bad),09CnYHiZ5jGT1wr1TXJ9Zt,0.0229,0.673,0.95,0.0823,11.0,0.398,-5.149,1.0,0.0488,150.019,4.0,0.563,edm
10:35,6BePGk3eCan4FqaW2X8Qy3,0.0683,0.696,0.793,3.78e-06,8.0,0.18,-5.733,1.0,0.097,120.003,4.0,0.698,edm
Miracle (with Ellie Goulding),5eTaQYBE1yrActixMAeLcZ,0.0378,0.636,0.869,0.0446,9.0,0.0808,-5.289,1.0,0.0412,143.011,4.0,0.306,edm
Aria,1o2WYr42HrIoR38WhMy4p6,0.00248,0.652,0.818,0.289,10.0,0.201,-5.994,0.0,0.0276,122.005,4.0,0.0893,edm
When We Were Young (The Logical Song),1CcLA0eaauck34YEIrvAAq,0.0526,0.657,0.914,6.32e-06,0.0,0.109,-4.513,0.0,0.0523,139.989,4.0,0.502,edm
Burning Wish,7aLni8hgkIvVHWZh6mx9js,0.00473,0.71,0.643,0.572,8.0,0.119,-7.083,1.0,0.0327,104.973,4.0,0.166,edm
(It Goes Like) Nanana - Edit,23RoR84KodL5HWvUTneQ1w,0.12,0.671,0.876,0.188,7.0,0.0823,-5.681,0.0,0.0352,129.998,4.0,0.964,edm
Home - Vintage Culture Remix,46mSti37NWTIg9XOFulqLH,0.00146,0.569,0.819,0.0508,2.0,0.192,-9.625,0.0,0.0371,125.992,4.0,0.0996,edm
Cynical,2grS8y9w2vVp7sDJ3RnSx9,0.0268,0.69,0.84,3.06e-05,11.0,0.363,-6.947,1.0,0.0573,129.935,4.0,0.493,edm
Home Alone (with Marnik),7zyvQ8sb72g4RuwBpcuGUP,0.193,0.625,0.942,0.693,1.0,0.16,-5.739,0.0,0.0396,150.001,4.0,0.459,edm
Lay Low,0zKbDrEXKpnExhGQRe9dxt,0.0607,0.534,0.855,0.000263,1.0,0.346,-4.923,0.0,0.183,122.06,4.0,0.42,edm
Desire (with Sam Smith),22dUzMFttcR3uU17NcOAIv,0.0311,0.587,0.924,0.0171,11.0,0.23,-5.433,0.0,0.0457,140.009,4.0,0.509,edm
I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.00383,0.561,0.965,7.07e-06,7.0,0.371,-3.673,0.0,0.0343,128.04,4.0,0.304,edm
Flashback,2Iks5m5CbOIjgOq129erIA,0.00818,0.599,0.756,0.0782,7.0,0.103,-4.368,1.0,0.0324,173.964,4.0,0.162,edm
Be The One,1cQld05IcUDw3RCFt7uymW,0.00634,0.659,0.93,0.177,0.0,0.104,-5.084,1.0,0.043,135.977,4.0,0.546,edm
The Devil's Got A Deal,2yc8VXAhrtTOGUd4hAdtaO,0.116,0.608,0.935,0.0119,2.0,0.164,-3.333,0.0,0.0387,124.015,4.0,0.217,edm
All Night,7LbdiDgAmMO8NskLtb43Yy,0.0105,0.675,0.985,0.112,0.0,0.118,-4.632,1.0,0.0855,135.025,4.0,0.251,edm
Prada,59NraMJsLaMCVtwXTSia8i,0.001,0.638,0.717,1.79e-06,8.0,0.113,-5.804,1.0,0.0375,141.904,4.0,0.422,edm
Kabuki,1ZllVsYbtK2IC2ks1PIy1H,0.00233,0.527,0.892,0.862,0.0,0.192,-3.38,1.0,0.0422,144.971,4.0,0.0714,edm
Belly Dancer,7fZBQnc0zXwVybgCIrQQil,0.0582,0.845,0.797,5.57e-06,1.0,0.167,-4.984,1.0,0.139,121.985,4.0,0.422,edm
Creep - BYOR Remix,41TkFhNYljV7omolLJ6Squ,0.00393,0.696,0.775,0.104,6.0,0.378,-6.539,1.0,0.0388,126.979,4.0,0.435,edm
Dancin (feat. Luvli) - Krono Remix,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,0.741,1.41e-05,10.0,0.289,-6.529,0.0,0.0287,119.896,4.0,0.357,edm
Over Me,5f1umYAaM6U1CoNZnpNA8e,0.00958,0.728,0.934,0.00139,8.0,0.0449,-3.59,0.0,0.0439,126.002,4.0,0.683,edm
Time Machine (with MSPUIYI),0mZFBV9kO5a9DmzV16j9IA,0.0467,0.65,0.938,0.00077,2.0,0.398,-3.378,0.0,0.0367,144.983,4.0,0.188,edm
Baby Don't Hurt Me,3BKD1PwArikchz2Zrlp1qi,0.00126,0.602,0.91,0.000174,7.0,0.12,-3.404,1.0,0.0308,127.944,4.0,0.228,edm
Memories,4T49o23TlFgm1AEEz4uIhM,0.0142,0.582,0.976,0.0329,3.0,0.317,-3.833,0.0,0.171,132.004,4.0,0.205,edm
Sleep,0rMuFOja3DhVSuXQeae25C,0.00246,0.674,0.815,0.000435,7.0,0.094,-6.501,0.0,0.0334,132.032,4.0,0.204,edm
Lilith,35Vnov9yP4UAt5zHr6iQCA,0.00409,0.531,0.882,0.000242,2.0,0.227,-3.27,1.0,0.255,75.052,4.0,0.13,edm
Ferrari,5xKJI9aPQhuTdTq8BrJ8fL,0.0129,0.844,0.688,5.39e-05,1.0,0.0492,-7.879,0.0,0.049,124.992,4.0,0.695,edm
Don't Forget,46ZwPoGTxiZAbR11CmZZH0,0.159,0.655,0.92,0.000556,8.0,0.111,-5.509,1.0,0.0313,134.964,4.0,0.375,edm
Kingdom Party (with Naeleck),2XLfSBAZGQgVh8wovaetaj,0.109,0.481,0.68,0.0,10.0,0.663,-5.879,0.0,0.144,130.647,4.0,0.308,edm
Dancing Alone,37xIgCCeBjCFahVifaJTf9,0.11,0.767,0.739,0.000307,6.0,0.0872,-6.454,0.0,0.0374,127.979,4.0,0.454,edm
The Motto,18asYwWugKjjsihZ0YvRxO,0.0301,0.754,0.763,2.23e-05,7.0,0.0901,-4.627,0.0,0.0435,117.953,4.0,0.464,edm
Skip,0OHyE7d3EfGT6jIDVRN4Qn,0.0406,0.696,0.973,0.0193,7.0,0.142,-6.022,1.0,0.122,132.0,4.0,0.428,edm
Seven Nation Army,4ntwMws17qmbQUI1NemGqd,0.00694,0.689,0.832,0.11,4.0,0.0885,-4.248,0.0,0.0443,125.97,4.0,0.276,edm
LSD,03nVbs87Wv4nvL3YZrdy3n,0.118,0.63,0.834,0.000149,5.0,0.249,-4.738,0.0,0.285,138.211,4.0,0.342,edm
Overdrive (feat. Norma Jean Martine),3bK1zVFBKIzYjmptmI4NsJ,0.00257,0.611,0.757,0.0,6.0,0.058,-3.546,1.0,0.03,126.963,4.0,0.279,edm
Nord Try,7sgvwMVqZB2QQaOr03K3l4,0.00821,0.726,0.809,0.702,11.0,0.281,-7.487,1.0,0.0572,124.997,4.0,0.351,edm
Rakata Rakata,2PqNXwl0DmZWUgiYvumEAJ,0.00202,0.806,0.915,0.787,1.0,0.325,-5.78,1.0,0.0551,125.013,4.0,0.518,edm
What A Wonderful World - Greg Cerrone Remix,56ggEwgh0zcUaXAJbQz6Xo,0.0054,0.569,0.927,0.0134,0.0,0.0644,-6.119,1.0,0.0612,123.968,4.0,0.636,edm
Creator,586UQta4cAtG4SGNyHgLsR,0.0206,0.807,0.893,0.495,11.0,0.0982,-6.863,1.0,0.0828,129.977,4.0,0.615,edm
Where Is The Love,3PdEuecIXLHsur8TUkwloa,0.00665,0.565,0.922,0.00486,10.0,0.252,-5.425,0.0,0.0575,123.059,4.0,0.518,edm
Love Is Killing Me,3xoooqVJ6Mw0vQSKuRmj2r,0.00339,0.508,0.935,5.05e-06,7.0,0.371,-4.823,1.0,0.0467,127.96,4.0,0.213,edm
Stay,08bg5QA5OQ31h73avz0pXP,0.00241,0.569,0.918,2.98e-05,1.0,0.307,-2.509,1.0,0.0279,128.037,4.0,0.541,edm
When The Rhythm Calls,78wtvMoxgNw8Rv1GKfEew8,0.212,0.588,0.746,0.0,6.0,0.155,-5.544,1.0,0.146,122.922,4.0,0.798,edm
Tu Es Foutu,0RgUxB0pyyzPm5apCmBnHZ,0.0895,0.787,0.615,0.0101,11.0,0.0799,-10.815,1.0,0.0975,130.008,4.0,0.43,edm
Good 4 Me,2vtXpXdZ0DSZokARFx2uXH,0.00315,0.671,0.674,0.0316,2.0,0.211,-8.785,1.0,0.0336,127.002,4.0,0.36,edm
Another Life,3q2EghgEtxhAkWMV1dqLr7,0.0156,0.632,0.968,0.00455,2.0,0.0365,-3.221,0.0,0.0437,127.946,4.0,0.34,edm
Everyone Nose,5O3W2bIWn4GmPH6l8Qh7Bi,0.0122,0.643,0.966,0.187,11.0,0.0451,-4.203,1.0,0.0342,128.012,4.0,0.106,edm
Vois sur ton chemin - Techno Mix,31nfdEooLEq7dn3UMcIeB5,0.0908,0.634,0.824,0.0711,2.0,0.119,-3.394,0.0,0.047,137.959,4.0,0.371,edm
Neurose 2.0,6p0w8fIsPUNk6kVHCxNqvn,0.0508,0.795,0.944,0.687,1.0,0.0739,-4.307,1.0,0.0674,127.992,4.0,0.875,edm
Let It Go,0aOFLVzkfXPuh8j8v3sShe,0.0327,0.535,0.683,0.000225,1.0,0.309,-9.903,1.0,0.0492,121.02,4.0,0.119,edm
Words (feat. Zara Larsson),1bgKMxPQU7JIZEhNsM1vFs,0.0245,0.739,0.586,0.000252,10.0,0.308,-5.079,0.0,0.0472,124.026,4.0,0.444,edm
Wildfire,1tX9PAc8rY902IdX8Mh48R,0.00168,0.637,0.942,0.0351,9.0,0.159,-4.522,0.0,0.0736,138.043,4.0,0.372,edm
Sugar Baby,0J2kOteMcPfbhfBMQssigd,0.111,0.863,0.826,0.0499,6.0,0.0736,-3.807,0.0,0.106,125.037,4.0,0.723,edm
Love Tonight (David Guetta Remix Edit),2prnn41CblB8B4yWACDljP,0.015,0.621,0.989,0.357,10.0,0.184,-4.225,0.0,0.0434,126.002,4.0,0.0348,edm
Work It,4A4B07A0oyjUdBXF4usCVA,0.00228,0.857,0.68,0.00018,7.0,0.324,-6.677,1.0,0.232,134.995,4.0,0.48,edm
High to Low,2ZOlpof1N7l8BwVxn1W5Ft,0.00131,0.572,0.857,0.0399,7.0,0.0376,-9.025,0.0,0.0358,127.885,4.0,0.373,edm
Cold Heart - PNAU Remix,6zSpb8dQRaw0M1dK8PBwQz,0.034,0.796,0.798,4.19e-05,1.0,0.0952,-6.312,1.0,0.0317,116.032,4.0,0.942,edm
Runaway,41dDimzwq2o0r6E60Pp3dh,0.018,0.619,0.744,2.43e-06,1.0,0.0603,-5.351,1.0,0.0559,128.022,4.0,0.562,edm
Thunder,2USlegnFJLrVLpoVfPimKB,0.0342,0.67,0.896,3.21e-05,1.0,0.344,-4.673,1.0,0.058,101.216,3.0,0.403,edm
Deadfellaz,371XpPv4N3cxaFrxelCzW2,0.0793,0.745,0.781,0.00139,0.0,0.485,-5.442,1.0,0.243,124.065,4.0,0.479,edm
Boomerang,1ApF7E8J0oUxL2qIo08TVd,0.00085,0.524,0.965,0.917,5.0,0.695,-3.496,1.0,0.0571,129.944,4.0,0.0871,edm
Sweet Child O' Mine,0iRfffwrWG4TfNc65SpxDm,0.0214,0.752,0.665,5.3e-06,6.0,0.0613,-7.228,1.0,0.0473,125.091,4.0,0.388,edm
Dry,0Yv5b5zk4aOsS5CDQaPE0J,0.00291,0.614,0.881,0.000105,11.0,0.185,-3.935,0.0,0.0404,149.955,4.0,0.584,edm
ICU,5uPX16KFkIDO7D2OOprlXM,0.063,0.623,0.844,2.05e-05,0.0,0.291,-6.268,0.0,0.0295,117.971,4.0,0.485,edm
Many Times,4PDytEc66lIPA8SYiJthlJ,0.00727,0.543,0.812,0.039,3.0,0.105,-8.142,0.0,0.043,129.985,4.0,0.0363,edm
Open Your Eyes,7ydf1R7Gvp27PGheUUCe92,0.203,0.606,0.819,9.6e-06,1.0,0.272,-3.357,1.0,0.0915,100.068,4.0,0.303,edm
Heaven,4RoS83AH7BDxKxWS1wIFMR,0.0333,0.647,0.867,0.00313,7.0,0.354,-6.201,1.0,0.0454,125.001,4.0,0.0862,edm
Smells Like Teen Spirit,1h54366McXSNcici2LAiZP,0.0456,0.663,0.882,0.0179,6.0,0.415,-3.022,0.0,0.0484,145.003,4.0,0.217,edm
Living On The Road,5KMGTn0IzDdnshf1XhPKgI,0.112,0.717,0.909,2.89e-05,6.0,0.201,-5.141,0.0,0.295,139.979,4.0,0.454,edm
Somewhere Only We Know,2HcxAGJrsnU7B4YNTZIhXp,0.0802,0.727,0.595,0.000181,8.0,0.13,-7.632,1.0,0.0412,114.984,4.0,0.375,edm
Call Me (with R3HAB & Timmy Trumpet),1dt220OBbkTsYz1NLVKIaw,0.00935,0.398,0.956,0.0038,2.0,0.142,-4.429,1.0,0.329,106.581,4.0,0.269,edm
Threnody (Bombs Away Remix),3mLLlN1ZdHmlJHkvNON7ou,0.000389,0.836,0.926,0.32,2.0,0.203,-3.728,1.0,0.0495,127.977,4.0,0.148,edm
I'm Good (Blue),4QeQmbOROI3F7bdCMF58XA,0.00161,0.697,0.913,0.176,2.0,0.0991,-4.311,1.0,0.0375,137.977,4.0,0.317,edm
Escape (feat. Hayla),10oKSzRcwbZsog2uq2gb4b,0.179,0.66,0.799,0.000364,9.0,0.701,-6.934,0.0,0.0719,126.08,4.0,0.148,edm
Quiet,2IMQ7K6jFIggOtE42LxUnC,0.00937,0.573,0.915,1.26e-05,1.0,0.102,-5.536,0.0,0.0329,143.031,4.0,0.377,edm
Do It To It,20on25jryn53hWghthWWW3,0.0209,0.854,0.806,0.0542,11.0,0.0703,-8.262,0.0,0.0886,124.927,4.0,0.637,edm
Creep,7CEIFwLf4XmFz8okORSizE,0.0555,0.615,0.829,0.00156,6.0,0.426,-4.567,1.0,0.0421,124.013,4.0,0.0754,edm
SURVIVOR,61p7JH9L1xZvU6ioJeN2zJ,0.357,0.619,0.803,0.0,4.0,0.502,-6.106,1.0,0.193,127.967,4.0,0.496,edm
With You Tonight,7zCZazUBLhb8LZMumVMscU,0.0483,0.55,0.69,0.00191,6.0,0.0743,-6.362,0.0,0.0592,144.939,4.0,0.172,edm
Drop It Like It's Hot,0PoZibVGbZGNI9zyFQ8N2U,0.054,0.713,0.955,2.32e-06,2.0,0.4,-2.646,1.0,0.227,96.001,4.0,0.535,edm
Compute,7LNsgTO7ipNPLE10Nn7iR7,0.00745,0.802,0.858,0.809,10.0,0.0874,-5.262,0.0,0.0483,122.008,4.0,0.355,edm
Rising Sun,7eJM35OWrcSG6guQoPAFb2,0.0274,0.518,0.772,0.00253,6.0,0.103,-6.854,0.0,0.0561,141.907,4.0,0.289,edm
Smooth Criminal,7fHfD4yeKbzk2a7i5kEPBq,0.0103,0.552,0.829,0.0,5.0,0.107,-2.71,0.0,0.076,74.976,4.0,0.362,edm
Dangerous - Radio Version,02QqAvBY3o3SCoMM2u09R2,0.000708,0.418,0.914,0.000221,2.0,0.165,-1.943,0.0,0.0432,169.908,4.0,0.123,edm
Somewhere Only We Know - Sped Up Version,3LY6yLTmsY7T7Ld69fDKGI,0.111,0.698,0.658,0.00129,10.0,0.148,-7.421,1.0,0.0453,129.957,4.0,0.444,edm
Deep Down (feat. Never Dull),7MIhUdNJtaOnDmC5nBC1fb,0.0112,0.687,0.818,0.0,0.0,0.248,-4.221,1.0,0.0778,125.952,4.0,0.886,edm
Roses - Imanbek Remix,24Yi9hE78yPEbZ4kxyoXAI,0.0167,0.77,0.724,0.0107,8.0,0.353,-5.484,1.0,0.0495,121.975,4.0,0.898,edm
Moth To A Flame (with The Weeknd),2gpWyfu7eZ01zzncHpxOtA,0.00279,0.542,0.659,0.0,8.0,0.105,-7.289,1.0,0.0389,120.122,4.0,0.109,edm
Your Love (9PM),4SL2iWHt3azgITI04G5NpY,0.194,0.669,0.784,6.28e-06,7.0,0.115,-5.603,1.0,0.112,125.993,4.0,0.517,edm
"Disease - KATFYR ""Tokyo Bound"" Remix",366S9c0rQtvrkclcCSRNmB,0.00298,0.677,0.926,0.507,0.0,0.337,-3.307,1.0,0.0456,128.014,4.0,0.108,edm
All Around The World (La La La),02itaCXOdC54J0ISjqqFAp,0.479,0.733,0.859,0.0645,9.0,0.105,-5.03,0.0,0.033,124.948,4.0,0.52,edm
Into the Light,2WN2RmEKo9Ilko3SyS6YPs,0.0859,0.648,0.903,0.000112,0.0,0.139,-5.554,1.0,0.118,148.016,4.0,0.402,edm
Deja Vu,0eGFvUEgIJeWJO8G96hnV1,0.0593,0.724,0.867,6.5e-05,8.0,0.124,-4.141,1.0,0.0685,125.994,4.0,0.585,edm
Fly,63unE8VKOuVnSUl1gM7AmB,0.00592,0.52,0.868,0.00176,6.0,0.37,-3.603,0.0,0.0557,127.96,4.0,0.0691,edm
Waste Another Day,1Vhn16i2cs5PDE8im8FRZ4,0.135,0.711,0.907,0.0,2.0,0.755,-5.593,0.0,0.0552,121.949,4.0,0.24,edm
Believe,2gAhkVqQhMw5w80uTOzXSX,0.281,0.444,0.827,1.58e-05,7.0,0.0933,-6.75,0.0,0.109,160.042,4.0,0.267,edm
Rattle Shake,4h6Qpm1WVrktTvNIFLkom3,0.005,0.698,0.666,0.389,6.0,0.101,-4.432,0.0,0.0994,127.957,4.0,0.375,edm
Easy to Love,5o1Wh7zoAAbTE6E9g4bsKo,0.0218,0.643,0.868,0.157,1.0,0.098,-7.217,0.0,0.0473,125.007,4.0,0.0722,edm
In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,0.176,0.694,0.77,1.1e-05,6.0,0.118,-5.335,1.0,0.149,125.905,4.0,0.163,edm
Kids (feat. MKLA),3rgTS3933lMWoPiN6CW4qY,0.0107,0.744,0.866,0.0537,9.0,0.528,-4.834,1.0,0.106,128.027,4.0,0.302,edm
Paradise (feat. Dermot Kennedy),6ft4hAq6yde8jPZY2i5zLr,0.0689,0.632,0.595,0.0,8.0,0.209,-7.644,0.0,0.0401,124.114,4.0,0.435,edm
Bling,42f6tPhe1vklWgHkX20WqR,0.0185,0.741,0.879,0.0789,11.0,0.367,-5.421,1.0,0.0508,124.974,4.0,0.729,edm
Rasputin,0b18g3G5spr4ZCkz7Y6Q0Q,0.00364,0.758,0.913,6.92e-05,6.0,0.193,-2.926,0.0,0.113,128.04,4.0,0.658,edm
Smoke On The Water,6pYfXYZrfOeNpTU7rYyx3N,0.0055,0.689,0.854,0.000286,7.0,0.289,-6.325,1.0,0.042,119.983,4.0,0.421,edm
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,4cG7HUWYHBV6R6tHn1gxrl,0.0076,0.824,0.862,0.000132,2.0,0.303,-3.424,1.0,0.126,122.98,4.0,0.801,edm
Away - BYOR Remix,17A2kFpfeB4Vzk2hwY3CZD,0.00216,0.76,0.94,0.141,6.0,0.0747,-5.09,1.0,0.0695,126.016,4.0,0.574,edm
Monster,0YU17F0BlVXvmx5ytsR43w,0.0253,0.83,0.794,0.0248,8.0,0.106,-6.279,0.0,0.432,128.16,4.0,0.607,edm
Hall Of Fame,2WFHR1yWR1GBkdr9OxGOaB,0.29,0.523,0.951,0.0,7.0,0.241,-2.945,0.0,0.264,169.965,4.0,0.692,edm
