Name,ID,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
HANNIBAL & JERRY,7IKMflhC3oROTEwUFzH5PW,0.556,0.788,0.761,9.57e-06,2.0,0.116,-7.691,0.0,0.0582,125.018,4.0,0.437,hiphop
Company,6Nb9knmY0K5SXDU0IZRcGK,0.3,0.928,0.606,0.0,1.0,0.125,-7.931,1.0,0.106,100.922,4.0,0.817,hiphop
Altid Med (feat. Mowgli),5od1j7k88aLQoLJdj4xdoq,0.118,0.831,0.713,5.16e-06,1.0,0.0906,-6.48,1.0,0.133,122.023,4.0,0.588,hiphop
Differente,3tZIAsrTBOkslSFJyMZxes,0.136,0.7,0.452,0.0,3.0,0.137,-9.475,0.0,0.273,142.066,4.0,0.388,hiphop
Du & Jeg,574DlRMtD2Nv9kWHQevej3,0.116,0.797,0.75,0.0,9.0,0.103,-5.979,1.0,0.237,128.913,4.0,0.507,hiphop
I LIKE 2 MOVE IT (feat. ABCITOO),4FXxjGxNBIPmDnOU1VFq8x,0.0661,0.84,0.501,0.0,6.0,0.0911,-8.877,0.0,0.537,159.944,4.0,0.845,hiphop
MASKINEN,2dgFFuTVQgX482FK3qA3fW,0.197,0.788,0.584,0.000877,10.0,0.115,-8.369,1.0,0.048,135.047,4.0,0.394,hiphop
Uwawe,3BzCCqPqIsheyW4DyLM1ut,0.0894,0.506,0.595,7.02e-05,11.0,0.115,-6.105,0.0,0.253,151.74,5.0,0.244,hiphop
LEVENDE LEGENDE,3JTf2EmzC8Y2xEXTkHbman,0.125,0.659,0.673,2.65e-06,4.0,0.129,-4.912,0.0,0.123,111.939,4.0,0.13,hiphop
De Forbudte Trin (feat. Benny Jamz),3TPqw77JJK9CEa3ZVuMEIO,0.0679,0.772,0.814,0.302,0.0,0.195,-4.468,1.0,0.107,125.011,4.0,0.211,hiphop
Dreaming (feat. PAY & Dinero),1JknFyUyJ4c8pfOHcFNrzF,0.126,0.789,0.644,0.000784,8.0,0.145,-6.747,0.0,0.241,111.941,4.0,0.346,hiphop
Payback (feat. RH),01oiNNLfj1N5n8McYBq3kt,0.155,0.895,0.613,0.0,11.0,0.15,-4.666,0.0,0.121,100.005,4.0,0.761,hiphop
Chocola,0ZtqiH3Law79itqfAzHApC,0.102,0.839,0.595,0.00154,11.0,0.13,-8.211,0.0,0.13,130.048,4.0,0.765,hiphop
STAYBUSY,4t76e7lcoYva7eZparMcfw,0.013,0.736,0.736,0.0,1.0,0.154,-4.589,1.0,0.288,104.049,4.0,0.426,hiphop
Topform (feat. Lamin),53HToqrRc4NB5CBOUJjSWH,0.0768,0.751,0.698,0.0,8.0,0.0628,-5.66,1.0,0.324,91.597,4.0,0.683,hiphop
Welcome To The Party,4SzFMT8u6xd8PJy9e7MFUl,0.0594,0.767,0.693,0.000963,2.0,0.105,-5.315,0.0,0.366,100.822,4.0,0.648,hiphop
"Alt vi har er nu (Artigeardit, Lamin)",13ORFYlIGeLnai3mhgKFxZ,0.294,0.76,0.686,0.0133,7.0,0.0961,-8.31,0.0,0.0688,128.031,4.0,0.543,hiphop
Fiesta,63LAurQHWMq3ARoZLxClgU,0.128,0.826,0.616,0.0,6.0,0.0581,-8.553,0.0,0.104,130.113,4.0,0.703,hiphop
Du Min (Frk. Escobar),7kHon0ZXCxI7rwONmhS9Ax,0.0486,0.769,0.733,0.0,0.0,0.0931,-5.539,1.0,0.165,102.087,4.0,0.896,hiphop
Early Morning,3LRm9sflmioeTgaiLVylmy,0.242,0.861,0.756,0.00207,10.0,0.176,-5.287,0.0,0.0488,117.057,4.0,0.538,hiphop
I KNOW,3aQzeklWllLWZSH4xk7Udj,0.039,0.844,0.674,0.0,4.0,0.1,-6.09,0.0,0.091,113.973,4.0,0.319,hiphop
4 LIFE,3oR0iJiqjO5onYOs8ThQa1,0.0753,0.871,0.757,0.0,6.0,0.0556,-4.5,0.0,0.0821,137.126,4.0,0.726,hiphop
Tak For Sidst,5cNxyZy9r5f8m2L7it8ZtB,0.0897,0.815,0.613,0.0,7.0,0.0949,-4.785,1.0,0.236,134.926,4.0,0.649,hiphop
Hele Vejen Ind (feat. Gilli),1CsNJtHR4s0eZ7CmyoCtQZ,0.342,0.809,0.531,0.0,8.0,0.188,-7.135,1.0,0.0693,102.011,4.0,0.598,hiphop
NO MONEY NO FUNNY (feat. Branco),7ME4hi8iUI8ppwRpIGbKg4,0.0157,0.754,0.683,0.0,8.0,0.105,-3.583,1.0,0.198,95.009,4.0,0.697,hiphop
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),3ZaEs1O8BG581qYPHpQ8d6,0.0831,0.47,0.652,4.08e-05,2.0,0.175,-9.629,1.0,0.0561,141.981,4.0,0.104,hiphop
Airbnb,1o7yR968UVG8jSNCUA7nLk,0.0671,0.537,0.471,0.0,11.0,0.0471,-15.64,0.0,0.276,102.674,4.0,0.895,hiphop
LWRW,00KKtPfUBjO1k8Yn8dmJKZ,0.178,0.701,0.613,4.14e-05,7.0,0.112,-4.576,0.0,0.122,75.061,4.0,0.122,hiphop
We Up,7H9W9Dn7LDHYfH2RNl4L4v,0.0101,0.559,0.816,0.0,4.0,0.102,-3.162,0.0,0.358,143.438,4.0,0.379,hiphop
Next Up Australia - S1-E9 - Pt.2,05xUGSY5lEmI3Dj4SlzKwz,0.258,0.75,0.443,8.57e-05,8.0,0.145,-14.189,0.0,0.353,145.05,4.0,0.463,hiphop
Back to Back,1IdyeqRZL64acaATS8sK2m,0.0117,0.621,0.721,1.73e-06,4.0,0.378,-5.968,0.0,0.0898,162.046,4.0,0.168,hiphop
Bandit,7sTyAjxDXq9afwfSQy6D0s,0.00113,0.671,0.615,1.3e-06,1.0,0.211,-9.593,1.0,0.0955,130.031,4.0,0.109,hiphop
3am,1LYGpC6P9t7VARZxap9Kcx,0.0327,0.793,0.65,0.0,0.0,0.0702,-6.786,0.0,0.227,142.936,4.0,0.515,hiphop
GRAMMY PARTY,3P7IwlmZ5HMZb9L2NIlJUR,0.0171,0.839,0.529,0.0,8.0,0.36,-5.382,1.0,0.338,156.07,4.0,0.813,hiphop
Richtivities,78VmtCRovWdLIz3p0Tj7nb,0.0078,0.786,0.852,0.0,1.0,0.328,-5.747,0.0,0.32,169.918,4.0,0.538,hiphop
Bend It Ova (feat. A Boogie Wit da Hoodie & Big Freedia),0gBcxOCHJtY6w4LWerwt7y,0.126,0.868,0.803,7.78e-06,0.0,0.335,-4.308,1.0,0.23,99.01,4.0,0.33,hiphop
Lowkey (LDN Drift) [feat. Takura],308JcmNsqtkEZaAkcZrCT2,0.114,0.728,0.939,1.34e-05,1.0,0.344,-3.269,1.0,0.32,169.994,4.0,0.828,hiphop
Gangsta,49oKnEjgRSs3DMXScEU2G1,0.429,0.642,0.784,0.000166,9.0,0.225,-5.098,0.0,0.121,79.969,4.0,0.518,hiphop
af1 2.0,4tBAAUWP6gpdF3sMxGVvET,0.041,0.745,0.755,0.0,10.0,0.14,-6.277,0.0,0.112,140.004,4.0,0.548,hiphop
Never Lose Me,6uTPdRrEDeH8Fyg5L5qmeU,0.0504,0.781,0.567,0.0,1.0,0.0981,-7.857,1.0,0.0969,121.964,4.0,0.0743,hiphop
Cupid's Guidance,48k4TP7v4OtZRnblRrIEQT,0.295,0.835,0.639,0.0,7.0,0.369,-6.827,1.0,0.364,146.03,4.0,0.926,hiphop
Better Than Most,0CvxXvBvBGPs8A6OZEpVS2,0.385,0.809,0.624,0.0,1.0,0.114,-8.059,1.0,0.281,144.031,4.0,0.611,hiphop
Sorrys & Ferraris,0tCqfQ0MHZBYvsZ169ZnUM,0.0554,0.689,0.484,0.0,0.0,0.0666,-8.874,1.0,0.383,161.077,4.0,0.35,hiphop
Next Up Australia - S1-E7,4v64dIlDQ2k4ZpDZeJ4HDV,0.0139,0.925,0.66,2.36e-06,10.0,0.179,-4.725,0.0,0.261,100.006,4.0,0.573,hiphop
Think U The Shit (Fart),4w2Furap0ZzaiK4J14E9sR,0.0403,0.967,0.545,0.000195,9.0,0.0809,-6.647,1.0,0.207,122.101,4.0,0.311,hiphop
City Lights,53RtHfvyr0f6yj1uLy5bxY,0.505,0.551,0.704,0.0,7.0,0.0771,-4.627,0.0,0.569,154.206,4.0,0.614,hiphop
Better Days,7DeLJ82yL0mcIQRVdViP9x,0.0788,0.645,0.674,9.92e-05,0.0,0.194,-8.072,0.0,0.217,157.851,4.0,0.321,hiphop
Trauma (feat. Lil Tjay),5jXKeWgIopSbVWyVIOe6W9,0.367,0.565,0.567,0.0,6.0,0.119,-4.563,1.0,0.788,180.229,4.0,0.46,hiphop
Surround Sound (feat. 21 Savage & Baby Tate),1udwFobQ1JoOdWPQrp2b6u,0.173,0.575,0.56,0.0,5.0,0.257,-7.302,1.0,0.478,75.956,4.0,0.471,hiphop
FTCU,1a73gcEg6h6Re6hHXoVltJ,0.0175,0.928,0.458,0.000446,11.0,0.118,-6.751,1.0,0.187,144.995,4.0,0.242,hiphop
Us Against the World,4TaS4giQQK01vKzBB40AEY,0.0602,0.762,0.647,0.0,11.0,0.145,-6.935,0.0,0.108,91.006,4.0,0.539,hiphop
First Person Shooter (feat. J. Cole),7aqfrAY2p9BUSiupwk3svU,0.0277,0.47,0.64,0.0,2.0,0.382,-7.779,1.0,0.32,163.92,4.0,0.248,hiphop
Wanna Come Thru,1peSFUNahpj7paMnJGg9aX,0.108,0.914,0.653,1.07e-05,6.0,0.134,-3.775,0.0,0.072,120.965,4.0,0.183,hiphop
Long Live,5fpPyPGQoQ7yVjaBkXfBEQ,0.0122,0.736,0.726,0.0,6.0,0.149,-7.868,1.0,0.164,94.072,4.0,0.736,hiphop
soak city (do it),779jpZikRmH99DiSVpwCHD,0.0658,0.861,0.694,0.0,9.0,0.286,-6.358,1.0,0.187,101.919,4.0,0.257,hiphop
A N X I E T Y (feat. Doechii),3FjK86616FbluOfTxNK2gY,0.399,0.931,0.401,2.05e-06,0.0,0.266,-8.756,1.0,0.158,128.871,4.0,0.613,hiphop
Good Girls Stay At Home,4fB3fwk7cBaCVp6NWrMeWa,0.461,0.752,0.741,0.0,8.0,0.119,-6.032,0.0,0.12,87.466,4.0,0.742,hiphop
"This My Life (with Lil Tecca, The Kid LAROI & Lil Skies)",5CT3zRd2FKM7F81KEacXIP,0.0355,0.623,0.554,0.0,10.0,0.117,-8.137,1.0,0.103,142.137,3.0,0.186,hiphop
Round & Round (feat. indigomerkaba),1E0Fuw0cadR0my0sEi0n6Y,0.125,0.667,0.843,0.0,4.0,0.171,-3.008,0.0,0.398,180.019,4.0,0.501,hiphop
HISS,79AHPJd8upvNxyK2qQcY8J,0.078,0.745,0.663,0.0,1.0,0.213,-5.056,1.0,0.423,167.137,4.0,0.686,hiphop
Gangsta's Paradise,1DIXPcTDzTj8ZMHt3PDt8p,0.0655,0.647,0.514,0.0,8.0,0.398,-10.05,1.0,0.0593,79.975,4.0,0.386,hiphop
Still D.R.E.,503OTo2dSqe7qk76rgsbep,0.16,0.816,0.775,0.00031,11.0,0.0543,-3.323,1.0,0.234,93.431,4.0,0.527,hiphop
It Was A Good Day,2qOm7ukLyHUXWyR4ZWLwxA,0.33,0.798,0.744,0.000106,7.0,0.292,-5.328,0.0,0.136,82.356,4.0,0.794,hiphop
Hypnotize - 2014 Remaster,7KwZNVEaqikRSBSpyhXK2j,0.145,0.901,0.697,0.0,9.0,0.287,-3.439,1.0,0.28,93.941,4.0,0.67,hiphop
Killing Me Softly With His Song,0Q0IVlqMV64kNLlwjPj0Hl,0.0279,0.765,0.29,0.0,4.0,0.571,-17.117,0.0,0.139,92.409,4.0,0.506,hiphop
Doo Wop (That Thing),0uEp9E98JB5awlA084uaIg,0.0393,0.535,0.505,0.0,2.0,0.0923,-8.926,0.0,0.245,99.935,4.0,0.495,hiphop
No Diggity,6MdqqkQ8sSC0WB4i8PyRuQ,0.303,0.867,0.646,0.0,1.0,0.279,-4.674,0.0,0.288,88.634,4.0,0.67,hiphop
Ambitionz Az A Ridah,5g9lS8deSIxItFBmZRC4vN,0.00239,0.801,0.91,0.000891,2.0,0.0737,-6.566,1.0,0.225,87.277,4.0,0.805,hiphop
The Next Episode,4LwU4Vp6od3Sb08CsP99GC,0.0281,0.922,0.909,0.0,10.0,0.0856,-2.429,0.0,0.27,95.295,4.0,0.309,hiphop
"Shook Ones, Pt. II",33ZXjLCpiINn8eQIDYEPTD,0.0146,0.763,0.786,0.0114,10.0,0.0817,-6.472,0.0,0.229,93.857,4.0,0.504,hiphop
My Name Is,75IN3CtuZwTHTnZvYM4qnJ,0.0416,0.869,0.68,1.12e-06,1.0,0.0914,-6.233,1.0,0.318,85.519,4.0,0.815,hiphop
You Know How We Do It,2Ih217RCGAmyQR68Nn7Cqo,0.0977,0.747,0.52,0.0537,10.0,0.142,-10.523,0.0,0.0357,92.869,4.0,0.601,hiphop
Jump Around - 30 Years Remaster,7L93GESzq43UkKUt5FsOCq,0.0553,0.811,0.823,4.52e-06,4.0,0.158,-5.921,0.0,0.0423,106.929,4.0,0.827,hiphop
"C.R.E.A.M. (Cash Rules Everything Around Me) (feat. Method Man, Raekwon, Inspectah Deck & Buddha Monk)",119c93MHjrDLJTApCVGpvx,0.57,0.479,0.549,0.0235,11.0,0.127,-10.551,0.0,0.373,180.985,4.0,0.576,hiphop
I Got 5 On It,4IYKjN1DrYzxKXt0umJqsG,0.209,0.6,0.706,0.0,10.0,0.125,-7.899,0.0,0.361,173.926,4.0,0.58,hiphop
Forgot About Dre,7iXF2W9vKmDoGAhlHdpyIa,0.0827,0.924,0.74,0.0,8.0,0.163,-1.299,1.0,0.0774,133.974,4.0,0.621,hiphop
All Eyez On Me (ft. Big Syke),4VQNCzfZ3MdHEwwErNXpBo,0.0293,0.872,0.723,0.0,1.0,0.327,-5.968,1.0,0.247,93.279,4.0,0.843,hiphop
Juicy - 2005 Remaster,5ByAIlEEnxYdvpnezg7HTX,0.47,0.889,0.818,0.0,9.0,0.179,-4.639,1.0,0.253,96.063,4.0,0.782,hiphop
Gin and Juice,39QBkWKnap8wRSW4WB9OK0,0.0953,0.603,0.762,1.53e-05,4.0,0.478,-7.744,0.0,0.285,94.726,4.0,0.379,hiphop
Regulate,7nYvUtkQMx1v80S2FH2s9J,0.304,0.849,0.521,1.65e-06,11.0,0.115,-12.999,0.0,0.216,95.265,4.0,0.763,hiphop
Insane in the Brain,1oTHteQbmJw15rPxPVXUTv,0.0291,0.897,0.611,0.186,11.0,0.0894,-10.489,1.0,0.211,102.304,4.0,0.769,hiphop
Do For Love,4AE7Lj39VnSZNOmGH2iZaq,0.0578,0.874,0.63,0.00479,1.0,0.0582,-3.585,1.0,0.298,95.0,4.0,0.717,hiphop
"Nuthin' But A ""G"" Thang",5Tbpp3OLLClPJF8t1DmrFD,0.00182,0.669,0.821,0.0,11.0,0.147,-4.37,0.0,0.29,94.895,4.0,0.684,hiphop
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,4INDiWSKvqSKDEu7mh8HFz,0.0128,0.845,0.884,2.1e-06,6.0,0.203,-4.506,0.0,0.0759,104.536,4.0,0.904,hiphop
N.Y. State of Mind,0trHOzAhNpGCsGBEu7dOJo,0.0394,0.665,0.91,0.0,6.0,0.227,-4.682,0.0,0.223,84.099,4.0,0.887,hiphop
Ready or Not,3vZO25GdYuqFrR1kzZADnp,0.209,0.607,0.422,0.0,10.0,0.0839,-13.364,0.0,0.499,130.47,3.0,0.563,hiphop
Miami,6e8Ou0wiqAzIpWb2eSxll8,0.0339,0.877,0.534,1.67e-05,1.0,0.0441,-6.178,1.0,0.15,108.17,4.0,0.89,hiphop
Ruff Ryders' Anthem,1BKT2I9x4RGKaKqW4up34s,0.0564,0.88,0.577,1.02e-06,10.0,0.201,-8.093,0.0,0.302,90.991,4.0,0.74,hiphop
Who Am I (What’s My Name)?,0eO8MW9YSTK3CjdaTYKlhF,0.000813,0.734,0.735,3.25e-05,7.0,0.559,-6.201,1.0,0.065,96.806,4.0,0.729,hiphop
Shoop,0Pu71wxadDlB8fJXfjIjeJ,0.0915,0.939,0.675,0.0,0.0,0.0565,-7.232,1.0,0.211,96.918,4.0,0.795,hiphop
Can I Kick It?,3Ti0GdlrotgwsAVBBugv0I,0.173,0.848,0.666,0.000699,0.0,0.129,-6.547,1.0,0.274,96.662,4.0,0.744,hiphop
If I Ruled the World (Imagine That) (feat. Lauryn Hill),5PQmSHzWnlgG4EBuIqjac2,0.0474,0.879,0.564,9.43e-06,10.0,0.0519,-7.682,0.0,0.247,93.908,4.0,0.523,hiphop
Big Pimpin',7m97yKVzPpXV9Z4ezEziOD,0.168,0.88,0.814,0.00672,11.0,0.0584,-6.307,0.0,0.14,138.083,4.0,0.942,hiphop
Still Not a Player (feat. Joe) - Radio Version,3GKL13lkM5nRc4zC1lIOrR,0.203,0.9,0.619,0.00156,4.0,0.0647,-6.518,0.0,0.312,94.121,4.0,0.864,hiphop
Dear Mama,6tDxrq4FxEL2q15y37tXT9,0.371,0.773,0.54,0.0,6.0,0.131,-7.123,1.0,0.103,84.115,4.0,0.322,hiphop
Survival of the Fittest,7N1Vjtzr1lmmCW9iasQ8YO,0.125,0.813,0.703,1.26e-06,11.0,0.237,-5.077,0.0,0.268,94.828,4.0,0.241,hiphop
Check Yo Self - Remix,3NGT0Td7H4Is1qrlDQJxma,0.031,0.934,0.735,8.6e-06,1.0,0.107,-6.668,1.0,0.251,101.368,4.0,0.768,hiphop
93 'Til Infinity,0PV1TFUMTBrDETzW6KQulB,0.125,0.59,0.672,1.04e-06,1.0,0.147,-11.792,1.0,0.412,206.247,4.0,0.688,hiphop
I'll Be Missing You (feat. Faith Evans & 112) - 2014 Remaster,1yy2DlSDtEt90d54rPDPXz,0.111,0.833,0.619,2.13e-05,7.0,0.159,-5.595,1.0,0.0538,109.92,4.0,0.901,hiphop
ATLiens,2vfvGlqCB7oertO5VLE0sz,0.0296,0.918,0.734,8.01e-06,11.0,0.191,-2.832,0.0,0.269,97.044,4.0,0.608,hiphop
Passin' Me By,4G3dZN9o3o2X4VKwt4CLts,0.0903,0.759,0.756,2.36e-06,4.0,0.265,-8.145,0.0,0.266,87.059,4.0,0.613,hiphop
Intergalactic - Remastered 2009,5fpizYGbi5IQoEraj6FP0R,0.022,0.734,0.864,9.85e-06,2.0,0.246,-6.119,1.0,0.303,105.932,4.0,0.47,hiphop
Thuggish Ruggish Bone,7qHAjAL7CpadaZLamuBZRm,0.00228,0.683,0.74,0.0,11.0,0.238,-6.041,0.0,0.0462,129.515,4.0,0.65,hiphop
Keep Ya Head Up,0XRbYXQUymj9SJkrr8YK5B,0.144,0.598,0.732,0.0,4.0,0.508,-7.013,1.0,0.425,172.329,4.0,0.595,hiphop
Hail Mary,6sCtddSFg3foJn4K2pIhfQ,0.158,0.696,0.636,1.28e-05,10.0,0.338,-6.915,0.0,0.335,81.593,4.0,0.358,hiphop
Ms. Fat Booty,0IVAlb0cFCH1cQ974iR1TU,0.148,0.782,0.589,0.0,1.0,0.164,-4.827,1.0,0.189,90.438,4.0,0.869,hiphop
Da Rockwilder,4anqYZt4APNlFwQixpbdZR,0.0137,0.612,0.659,0.0,6.0,0.417,-6.995,0.0,0.406,99.137,4.0,0.393,hiphop
Electric Relaxation,0eEXcw3JLVXcRxYrVYMy68,0.184,0.866,0.534,0.266,11.0,0.0929,-9.201,1.0,0.229,98.243,4.0,0.841,hiphop
Hard Knock Life (Ghetto Anthem),5Tl0HJvynZtKdSUMKbFVVX,0.0957,0.884,0.679,0.00209,10.0,0.0289,-5.857,0.0,0.282,76.993,4.0,0.591,hiphop
Jump,27AHAtAirQapVldIm4c9ZX,0.000501,0.749,0.745,0.00403,2.0,0.333,-10.625,1.0,0.164,101.972,4.0,0.481,hiphop
Tha Crossroads,5KSJ9k1FYjFLnIRlJT2wF8,0.0856,0.679,0.509,0.0,4.0,0.438,-7.31,1.0,0.0617,144.29,4.0,0.534,hiphop
Work,1EiLrPd8JMTcQUr1aLEUKi,0.0347,0.787,0.832,0.0,10.0,0.0593,-4.671,1.0,0.301,92.606,4.0,0.814,hiphop
Shimmy Shimmy Ya,3ABG1UQTk0eLYUAeWkmfMi,0.097,0.814,0.481,3.83e-05,0.0,0.0495,-5.183,1.0,0.245,96.252,4.0,0.193,hiphop
You Got Me,4pdLZsxq0y5oJDb6Cxlokw,0.151,0.729,0.442,0.0,11.0,0.189,-8.106,0.0,0.285,81.029,4.0,0.757,hiphop
Fu-Gee-La,1rJM37Dd4OcSJvzI84yCcP,0.137,0.681,0.505,0.0,1.0,0.234,-11.709,1.0,0.138,89.953,4.0,0.399,hiphop
It Ain't Hard to Tell,2CPturRUlpvirYr7VpkXCV,1.7e-05,0.69,0.729,0.0431,11.0,0.152,-5.819,0.0,0.221,91.376,4.0,0.357,hiphop
This D.J.,2ImuQo1g14CTR9hZAZD3aQ,0.0312,0.804,0.443,0.0225,6.0,0.112,-10.268,0.0,0.134,92.035,4.0,0.58,hiphop
Hip Hop Hooray,1SyQ6t9RdRBK0QUCS6a797,0.102,0.862,0.642,0.0,6.0,0.272,-13.652,0.0,0.101,99.2,4.0,0.765,hiphop
Twinz (feat. Fat Joe),0B8drtTSp68pZdkmVrG9ZA,0.32,0.633,0.764,3.4e-06,0.0,0.234,-7.212,1.0,0.323,94.971,4.0,0.522,hiphop
Full Clip,30oTS7bm0aH3p7lqjEIu8q,0.0227,0.875,0.745,2.37e-06,1.0,0.287,-5.878,1.0,0.269,95.201,4.0,0.749,hiphop
1st of Tha Month,1dF5Y2dd7Wm4wZKvVjWBpr,0.0777,0.729,0.581,3.81e-06,5.0,0.696,-8.235,0.0,0.18,74.038,4.0,0.508,hiphop
Real Muthaphuckkin G's,7q6lr1W6cmGWijl5kCv5RG,0.0174,0.735,0.797,0.0,11.0,0.62,-4.611,0.0,0.285,170.444,4.0,0.731,hiphop
Got Your Money (feat. Kelis),6YYd5MLpu45J0uLrMdivF7,0.0516,0.934,0.459,0.0,1.0,0.222,-7.654,1.0,0.189,103.04,4.0,0.697,hiphop
Rosa Parks,0shK5iZQppbHPQYiy60xs9,0.105,0.792,0.701,0.0,6.0,0.761,-7.198,0.0,0.283,103.89,4.0,0.251,hiphop
"Protect Ya Neck (feat. RZA, Method Man, Inspectah Deck, Raekwon, U-God, Ol' Dirty Bastard, Ghostface Killah & GZA)",1Sgj10byiGzPpI2IrXSFEn,0.0318,0.817,0.552,7.01e-06,8.0,0.826,-10.8,0.0,0.385,102.011,4.0,0.808,hiphop
Runnin',0XgpiStoxq1IJncYlPrvZ5,0.0287,0.754,0.785,0.00144,10.0,0.319,-8.178,0.0,0.18,94.123,4.0,0.821,hiphop
Nas Is Like,3gY6tiCNsuVi6s8kPV6aQg,0.00602,0.634,0.845,5.29e-06,11.0,0.0598,-5.058,0.0,0.352,94.0,4.0,0.929,hiphop
Who Shot Ya? - 2005 Remaster,2KFg8kjYy0rYjWsXGhEQHN,0.256,0.831,0.682,0.0,7.0,0.494,-5.697,1.0,0.238,91.771,4.0,0.6,hiphop
Simon Says,62l1ZGNoUlJlVwhwMKu2T6,0.141,0.622,0.913,2.71e-05,1.0,0.12,-3.701,1.0,0.462,92.222,4.0,0.546,hiphop
Fuck Wit Dre Day (And Everybody's Celebratin'),21NA5Zggba7pyACm25h6k4,0.0419,0.587,0.858,0.0,6.0,0.322,-3.516,1.0,0.225,93.855,4.0,0.527,hiphop
Check the Rhime,4HfxDJ0uLHTLe0fZrx0MbQ,0.0502,0.881,0.361,0.00458,11.0,0.246,-14.728,0.0,0.237,96.43,4.0,0.799,hiphop
Gangsta Nation,65iyI1iybyv5ecsfBHSdUf,0.127,0.843,0.7,0.0,9.0,0.876,-3.249,0.0,0.26,95.05,4.0,0.675,hiphop
"Wu-Tang Clan Ain't Nuthing ta F' Wit (feat. RZA, Inspectah Deck & Method Man)",24vNw0Z0srb4zYXwrakw8E,0.199,0.826,0.566,0.0,10.0,0.356,-10.747,0.0,0.311,99.131,4.0,0.655,hiphop
Feel Me Flow,4dbZObCjUs95HtmEHfKbnU,0.098,0.817,0.817,1.61e-06,8.0,0.0798,-4.911,0.0,0.135,90.194,4.0,0.854,hiphop
I Wish,3LklW07tvdx2AHsgfi1Mng,0.00137,0.669,0.809,0.0,7.0,0.38,-7.146,1.0,0.147,97.885,4.0,0.572,hiphop
What You Want (feat. Total),6hxn98poTu1O4YZfafvC18,0.0312,0.838,0.72,1.11e-05,10.0,0.422,-6.593,0.0,0.384,93.76,4.0,0.845,hiphop
Mass Appeal,3lGBvPUgO7MJltUnBlOpe9,0.0208,0.808,0.726,0.276,10.0,0.129,-8.435,0.0,0.252,96.12,4.0,0.616,hiphop
Award Tour (feat. Trugoy The Dove),5YTM7OgQDt9EJAYcfHLniJ,0.00308,0.812,0.6,8.38e-06,7.0,0.173,-9.414,1.0,0.254,97.338,4.0,0.555,hiphop
Hell on Earth (Front Lines),1RjU7UhRICmdFPKxCucLgq,0.275,0.875,0.658,0.0,0.0,0.122,-3.641,1.0,0.359,92.038,4.0,0.661,hiphop
Shadowboxin',7bp5DfkdK1OAvNJ1U4HfDA,0.00704,0.704,0.642,1.43e-06,1.0,0.161,-10.11,1.0,0.39,92.09,4.0,0.72,hiphop
Guilty Conscience,6da04YB906XonC6IQNC44u,0.0527,0.66,0.789,0.0,7.0,0.341,-5.143,1.0,0.364,182.218,4.0,0.513,hiphop
N 2 Gether Now,5SEBSAio1N77Vbrj1cAEGb,0.114,0.752,0.753,0.0,6.0,0.317,-7.721,0.0,0.357,102.549,4.0,0.604,hiphop
Got 'Til It's Gone,1EhvYd5e7vkoN3udEN1Vyl,0.0177,0.752,0.364,0.000306,7.0,0.278,-10.375,1.0,0.277,89.842,4.0,0.534,hiphop
O.P.P,1k28sDTLOz942qa3wEtMQE,0.0326,0.848,0.838,4.89e-06,4.0,0.124,-11.949,0.0,0.0721,97.736,4.0,0.787,hiphop
Sound of da Police,3Y6XWs8xMlCngyIxNOFnsp,0.124,0.794,0.95,7.71e-05,1.0,0.133,-8.78,1.0,0.294,94.984,4.0,0.324,hiphop
Find a Way,2MAaiV0bbeq4FpSwPe2rR8,0.0352,0.773,0.581,0.0,8.0,0.485,-8.466,1.0,0.432,94.093,4.0,0.711,hiphop
One More Chance / Stay with Me - Remix; 2007 Remaster,7fXhkARAtS66kxexMIAx8O,0.149,0.725,0.68,0.0,0.0,0.127,-6.037,1.0,0.224,90.964,4.0,0.695,hiphop
Get Money,53oWwSxPuyH2cjYKXH8fgO,0.477,0.736,0.828,0.0,11.0,0.251,-5.835,0.0,0.284,91.224,4.0,0.899,hiphop
"Triumph (feat. Ol' Dirty Bastard, Inspectah Deck, Method Man, Cappadonna, U-God, RZA, GZA, Masta Killa, Ghostface Killah & Raekwon)",3glqlA5qY3bbo8UaUDGPnw,0.000918,0.739,0.639,2.74e-05,2.0,0.352,-6.959,1.0,0.358,91.121,4.0,0.323,hiphop
Put Your Hands Where My Eyes Could See (feat. Jamal),1NHwvBmrUje4L1dxfWnXCH,0.00864,0.906,0.623,4.19e-06,1.0,0.0753,-6.711,0.0,0.303,99.498,4.0,0.715,hiphop
The Truth,5l7icgnicl7JToRxPkSXyy,0.6,0.703,0.393,6.09e-06,2.0,0.113,-10.88,1.0,0.0455,79.653,4.0,0.478,hiphop
The Humpty Dance,0YEC3pNS0uIKvZb5u4lgsu,0.0343,0.813,0.693,0.0,10.0,0.121,-8.0,0.0,0.266,103.508,4.0,0.618,hiphop
When I B On Tha Mic,2p9sprAX27D6U5cuSE9NsM,0.0454,0.836,0.484,0.0,2.0,0.0557,-7.332,1.0,0.327,95.941,4.0,0.839,hiphop
